Graph,Model,Loss Function,n_negative,Learning Rate,lambda,time,Duration,Steps,Loss/positive_loss,Loss/negative_loss,Loss/total_loss,Loss/dimension_regularization,classifier/metrics/valid/AUC_ROC,classifier/metrics/valid/AUC_ROC max,classifier/metrics/valid/AUC_ROC max epoch,classifier/metrics/valid/MRR,classifier/metrics/valid/MRR max,classifier/metrics/valid/MRR max epoch,classifier/metrics/valid/Hits_50,classifier/metrics/valid/Hits_50 max,classifier/metrics/valid/Hits_50 max epoch,classifier/metrics/test/AUC_ROC,classifier/metrics/test/AUC_ROC max,classifier/metrics/test/AUC_ROC max epoch,classifier/metrics/test/MRR,classifier/metrics/test/MRR max,classifier/metrics/test/MRR max epoch,classifier/metrics/test/Hits_50,classifier/metrics/test/Hits_50 max,classifier/metrics/test/Hits_50 max epoch,GPU_usage/memory__bytes_,metrics/valid/AUC_ROC,metrics/valid/AUC_ROC max,metrics/valid/AUC_ROC max epoch,metrics/valid/MRR,metrics/valid/MRR max,metrics/valid/MRR max epoch,metrics/valid/Hits_50,metrics/valid/Hits_50 max,metrics/valid/Hits_50 max epoch,metrics/test/AUC_ROC,metrics/test/AUC_ROC max,metrics/test/AUC_ROC max epoch,metrics/test/MRR,metrics/test/MRR max,metrics/test/MRR max epoch,metrics/test/Hits_50,metrics/test/Hits_50 max,metrics/test/Hits_50 max epoch,Loss/classifier_loss
ogbl-collab,n2v,sg_aug,1000000000,0.1,10.0,events.out.tfevents.1733260733.d1019,103.14398288726807,230,1354.088623046875,0.0,1354.088623046875,5349487.0,0.9212586283683777,0.9213,4,0.26966309547424316,0.2697,4,0.10962984710931778,0.1174,2,0.9063299894332886,0.9063,4,0.221207857131958,0.2212,4,0.08487124741077423,0.0898,2,9004771328.0,0.9210467338562012,0.9210,1,0.2685246765613556,0.2685,1,0.10798215866088867,0.1080,1,0.9032833576202393,0.9033,1,0.2209281027317047,0.2209,1,0.0823674127459526,0.0824,1,0.2766057550907135
ogbl-collab,n2v,sg_aug,1000000000,0.1,100.0,events.out.tfevents.1733260614.d1019,103.88324284553528,230,1354.088623046875,0.0,1354.088623046875,5349487.5,0.9199292063713074,0.9199,4,0.26271897554397583,0.2627,4,0.09503361582756042,0.1004,3,0.9046785831451416,0.9047,4,0.2154947817325592,0.2155,4,0.07297804951667786,0.0763,3,9004771328.0,0.921619176864624,0.9216,1,0.26225876808166504,0.2623,1,0.11069502681493759,0.1107,1,0.9049133062362671,0.9049,1,0.21475888788700104,0.2148,1,0.08262643218040466,0.0826,1,0.2961389720439911
ogbl-ppa,line,sg,10,0.01,1.0,events.out.tfevents.1733283399.d1019,1924.6624331474304,20734,326.6092529296875,2145.82861328125,2472.43798828125,173421.890625,0.8275464773178101,0.8275,4,,,,0.020939497277140617,0.0212,3,0.8275653719902039,0.8276,4,,,,0.019722405821084976,0.0207,3,7904006144.0,0.827003538608551,0.8270,1,,,,0.01852022297680378,0.0185,1,0.82708740234375,0.8271,1,,,,0.01925172656774521,0.0193,1,0.911159098148346
ogbl-ppa,line,sg_aug,1,0.01,0.1,events.out.tfevents.1733337141.d1024,1778.6355648040771,20734,128.47869873046875,0.0,128.47869873046875,1827.947265625,0.9025576114654541,0.9026,4,,,,0.01822645217180252,0.0182,4,0.9025654792785645,0.9026,4,,,,0.019808495417237282,0.0239,2,7904006144.0,0.9034090638160706,0.9034,1,,,,0.019785035401582718,0.0198,1,0.9035434722900391,0.9035,1,,,,0.02074754610657692,0.0207,1,0.629574179649353
ogbl-ppa,line,sg_aug,1,0.01,1.0,events.out.tfevents.1733335348.d1024,1777.4494452476501,20734,73.6123046875,0.0,73.6123046875,2344.193359375,0.8967310190200806,0.8967,4,,,,0.021982785314321518,0.0220,1,0.8966719508171082,0.8967,4,,,,0.022498663514852524,0.0262,1,7904006144.0,0.897390604019165,0.8974,1,,,,0.020111795514822006,0.0201,1,0.8974655270576477,0.8975,1,,,,0.02289743907749653,0.0229,1,0.6875925660133362
ogbl-ppa,line,sg_aug,1,0.01,10.0,events.out.tfevents.1733333583.d1024,1742.5538702011108,20734,178.1328125,0.0,178.1328125,523.4639282226562,0.8075254559516907,0.8075,4,,,,0.04057971015572548,0.0406,4,0.8076160550117493,0.8076,4,,,,0.03880195692181587,0.0388,4,7904006144.0,0.8073614835739136,0.8074,1,,,,0.04119380563497543,0.0412,1,0.8078842163085938,0.8079,1,,,,0.03870135545730591,0.0387,1,0.8896000981330872
ogbl-ppa,line,sg_aug,1,0.01,100.0,events.out.tfevents.1733331827.d1024,1720.6624557971954,20734,1007.6472778320312,0.0,1007.6472778320312,156.35618591308594,0.6532449722290039,0.6532,4,,,,0.013956805691123009,0.0152,3,0.6530370712280273,0.6530,4,,,,0.010856987908482552,0.0117,2,7904006144.0,0.6539560556411743,0.6540,1,,,,0.01344398595392704,0.0134,1,0.6542151570320129,0.6542,1,,,,0.010743523016571999,0.0107,1,1.2709500789642334
ogbl-ppa,line,sg_aug,10,0.01,0.1,events.out.tfevents.1733343597.d1024,1515.445455789566,20734,109.91160583496094,0.0,109.91160583496094,2.897810935974121,0.893110990524292,0.8931,4,,,,0.013406708836555481,0.0134,4,0.8932045102119446,0.8932,4,,,,0.011948755942285061,0.0119,4,7904006144.0,0.8940228819847107,0.8940,1,,,,0.011590479873120785,0.0116,1,0.8942936062812805,0.8943,1,,,,0.010199288837611675,0.0102,1,0.6687525510787964
ogbl-ppa,line,sg_aug,10,0.01,1.0,events.out.tfevents.1733342049.d1024,1528.5829215049744,20734,108.23223876953125,0.0,108.23223876953125,55.56996536254883,0.8912609219551086,0.8913,4,,,,0.01987295225262642,0.0214,1,0.8911295533180237,0.8911,4,,,,0.020803289487957954,0.0232,1,7904006144.0,0.8921973705291748,0.8922,1,,,,0.01984952948987484,0.0198,1,0.8923181295394897,0.8923,1,,,,0.019131334498524666,0.0191,1,0.7188634872436523
ogbl-ppa,line,sg_aug,10,0.01,10.0,events.out.tfevents.1733340509.d1024,1523.1627502441406,20734,93.99526977539062,0.0,93.99526977539062,108.72685241699219,0.8569265604019165,0.8569,4,,,,0.02529194764792919,0.0275,1,0.8570507168769836,0.8571,4,,,,0.029005732387304306,0.0298,3,7904006144.0,0.8572899699211121,0.8573,1,,,,0.02578051947057247,0.0258,1,0.8576672673225403,0.8577,1,,,,0.030808303505182266,0.0308,1,0.8081717491149902
ogbl-ppa,line,sg_aug,10,0.01,100.0,events.out.tfevents.1733338942.d1024,1547.5707733631134,20734,748.1461181640625,0.0,748.1461181640625,274.3652038574219,0.6752036809921265,0.6752,4,,,,0.047668296843767166,0.0481,1,0.6750531196594238,0.6751,4,,,,0.04886337369680405,0.0489,4,7904006144.0,0.6761950254440308,0.6762,1,,,,0.04672067612409592,0.0467,1,0.6765028238296509,0.6765,1,,,,0.047397565096616745,0.0474,1,1.20662522315979
ogbl-ppa,line,sg_aug,100,0.01,100.0,events.out.tfevents.1733345136.d1024,337.6827938556671,20734,998.2379150390625,0.0,998.2379150390625,158875.375,0.48274722695350647,0.4827,0,,,,9.566912922309712e-06,0.0000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogbl-ppa,n2v,sg,10,0.01,1.0,events.out.tfevents.1733258996.d1019,1532.3743031024933,562,1532765.5,2842466.5,4375232.0,1399.5218505859375,0.9292038083076477,0.9292,4,,,,0.04739761725068092,0.0607,1,0.9292712807655334,0.9293,4,,,,0.04443066194653511,0.0636,1,14418614272.0,0.9293476939201355,0.9293,1,,,,0.037387825548648834,0.0374,1,0.9293872117996216,0.9294,1,,,,0.04664025455713272,0.0466,1,0.478712260723114
ogbl-ppa,n2v,sg_aug,1,0.01,0.1,events.out.tfevents.1733264995.d1019,1348.3993368148804,562,195982.9375,0.0,195982.9375,3467485.25,0.7875499129295349,0.7890,3,,,,0.002866939874365926,0.0029,4,0.7875882983207703,0.7890,3,,,,0.0013922513462603092,0.0030,1,10167325696.0,0.7877053618431091,0.7877,1,,,,0.004102226346731186,0.0041,1,0.7875528335571289,0.7876,1,,,,0.0016683267895132303,0.0017,1,0.9969097375869751
ogbl-ppa,n2v,sg_aug,1,0.01,1.0,events.out.tfevents.1733263596.d1019,1360.3616666793823,562,697174.6875,0.0,697174.6875,196212.078125,0.9072078466415405,0.9078,2,,,,0.006789703853428364,0.0092,2,0.907177746295929,0.9078,2,,,,0.00881627295166254,0.0108,2,10167325696.0,0.9060647487640381,0.9061,1,,,,0.0030826900620013475,0.0031,1,0.9059627652168274,0.9060,1,,,,0.0016063170041888952,0.0016,1,0.5832490921020508
ogbl-ppa,n2v,sg_aug,1,0.01,10.0,events.out.tfevents.1733262132.d1019,1417.882690191269,562,1007088.0,0.0,1007088.0,1887.435302734375,0.927057147026062,0.9283,2,,,,0.0025598090142011642,0.0028,2,0.9271156787872314,0.9284,2,,,,0.0008377916528843343,0.0018,2,10167325696.0,0.9286915063858032,0.9287,1,,,,0.0026325504295527935,0.0026,1,0.9286513924598694,0.9287,1,,,,0.003076410386711359,0.0031,1,0.505387008190155
ogbl-ppa,n2v,sg_aug,1,0.01,100.0,events.out.tfevents.1733260565.d1019,1534.619954109192,562,1197800.5,0.0,1197800.5,622.931884765625,0.9392048716545105,0.9396,3,,,,0.01124623604118824,0.0158,2,0.9392403364181519,0.9396,3,,,,0.013911629095673561,0.0180,2,10167325696.0,0.9396007061004639,0.9396,1,,,,0.005908888299018145,0.0059,1,0.939548909664154,0.9395,1,,,,0.008788236416876316,0.0088,1,0.42070725560188293
ogbl-ppa,n2v,sg_aug,10,0.01,0.1,events.out.tfevents.1733270539.d1019,1346.6811583042145,562,58640.1640625,0.0,58640.1640625,7242868.0,0.7666180729866028,0.7668,2,,,,0.005998784210532904,0.0100,3,0.7666643261909485,0.7668,2,,,,0.007213583681732416,0.0106,1,10167325696.0,0.7690339088439941,0.7690,1,,,,0.009062670171260834,0.0091,1,0.7689208388328552,0.7689,1,,,,0.008905989117920399,0.0089,1,1.0670804977416992
ogbl-ppa,n2v,sg_aug,10,0.01,1.0,events.out.tfevents.1733269167.d1019,1336.852166891098,562,157929.46875,0.0,157929.46875,4751685.5,0.7802037596702576,0.7802,4,,,,0.0063644712790846825,0.0097,2,0.7800912857055664,0.7801,4,,,,0.004936373792588711,0.0084,2,10167325696.0,0.7782140374183655,0.7782,1,,,,0.010245339013636112,0.0102,1,0.7782929539680481,0.7783,1,,,,0.010259319096803665,0.0103,1,1.0372533798217773
ogbl-ppa,n2v,sg_aug,10,0.01,10.0,events.out.tfevents.1733267790.d1019,1340.6549212932587,562,953265.8125,0.0,953265.8125,543448.0625,0.8822423815727234,0.8835,3,,,,0.010359152220189571,0.0127,1,0.8821991682052612,0.8835,3,,,,0.011130424216389656,0.0145,1,10167325696.0,0.8802076578140259,0.8802,1,,,,0.00875900313258171,0.0088,1,0.8801072835922241,0.8801,1,,,,0.010339139960706234,0.0103,1,0.7003698945045471
ogbl-ppa,n2v,sg_aug,10,0.01,100.0,events.out.tfevents.1733266385.d1019,1369.7248046398163,562,1447575.75,0.0,1447575.75,3287.6123046875,0.9232245087623596,0.9252,3,,,,0.013364812359213829,0.0134,4,0.9232962727546692,0.9252,3,,,,0.01237853616476059,0.0124,4,10167325696.0,0.922290563583374,0.9223,1,,,,0.010891269892454147,0.0109,1,0.922328770160675,0.9223,1,,,,0.011101728305220604,0.0111,1,0.5149787068367004
ogbl-ppa,n2v,sg_aug,100,0.01,0.1,events.out.tfevents.1733276097.d1019,1336.632553577423,562,25622.5625,0.0,25622.5625,7826724.5,0.7634786367416382,0.7635,4,,,,0.011854064650833607,0.0137,3,0.7633987665176392,0.7634,4,,,,0.012622946873307228,0.0148,3,10167325696.0,0.764310359954834,0.7643,1,,,,0.013081928715109825,0.0131,1,0.7640853524208069,0.7641,1,,,,0.011911153793334961,0.0119,1,1.0783452987670898
ogbl-ppa,n2v,sg_aug,100,0.01,1.0,events.out.tfevents.1733274698.d1019,1356.0002760887146,562,31814.3125,0.0,31814.3125,7447084.5,0.7668184638023376,0.7668,4,,,,0.013983197510242462,0.0140,4,0.7668361067771912,0.7668,4,,,,0.012703098356723785,0.0136,3,10167325696.0,0.7692669034004211,0.7693,1,,,,0.012831703759729862,0.0128,1,0.7691633701324463,0.7692,1,,,,0.013244694098830223,0.0132,1,1.049184799194336
ogbl-ppa,n2v,sg_aug,100,0.01,10.0,events.out.tfevents.1733273315.d1019,1342.6881284713745,562,119129.15625,0.0,119129.15625,5055104.5,0.7736011743545532,0.7736,4,,,,0.014694447629153728,0.0147,4,0.7734890580177307,0.7735,4,,,,0.013667548075318336,0.0137,4,10167325696.0,0.77303147315979,0.7730,1,,,,0.014948136173188686,0.0149,1,0.7729721665382385,0.7730,1,,,,0.013825871050357819,0.0138,1,1.0410661697387695
ogbl-ppa,n2v,sg_aug,100,0.01,100.0,events.out.tfevents.1733271921.d1019,1357.8265907764435,562,1012307.875,0.0,1012307.875,735771.8125,0.8779419660568237,0.8797,3,,,,0.015526274219155312,0.0190,2,0.877966582775116,0.8796,3,,,,0.019977372139692307,0.0200,4,10167325696.0,0.8775405287742615,0.8775,1,,,,0.013996393419802189,0.0140,1,0.8774378895759583,0.8774,1,,,,0.016303623095154762,0.0163,1,0.7084248661994934
ogbl-ppa,n2v,sg_aug,1000000000,0.01,0.1,events.out.tfevents.1733281628.d1019,1730.9856481552124,562,23006.85546875,0.0,23006.85546875,7885835.0,0.7653383612632751,0.7653,4,,,,0.012506593950092793,0.0125,4,0.7653674483299255,0.7654,4,,,,0.012996984645724297,0.0130,4,10167325696.0,0.7649684548377991,0.7650,1,,,,0.013664355501532555,0.0137,1,0.7648614048957825,0.7649,1,,,,0.013668867759406567,0.0137,1,1.0781232118606567
ogbl-ppa,n2v,sg_aug,1000000000,0.01,1.0,events.out.tfevents.1733280225.d1019,1361.7250316143036,562,23006.85546875,0.0,23006.85546875,7885835.0,0.7612728476524353,0.7621,2,,,,0.012034515850245953,0.0135,3,0.7612065076828003,0.7619,2,,,,0.012762139551341534,0.0134,3,10167325696.0,0.764017641544342,0.7640,1,,,,0.012110061943531036,0.0121,1,0.7638503313064575,0.7639,1,,,,0.013138486072421074,0.0131,1,1.0568090677261353
ogbl-ppa,n2v,sg_aug,1000000000,0.01,10.0,events.out.tfevents.1733278855.d1019,1335.628821849823,562,23006.85546875,0.0,23006.85546875,7885834.5,0.7609760761260986,0.7617,3,,,,0.012080536223948002,0.0121,4,0.7609179019927979,0.7615,3,,,,0.013243704102933407,0.0132,4,10167325696.0,0.7634567618370056,0.7635,1,,,,0.01255772728472948,0.0126,1,0.7632617950439453,0.7633,1,,,,0.014223326928913593,0.0142,1,1.0752217769622803
ogbl-ppa,n2v,sg_aug,1000000000,0.01,100.0,events.out.tfevents.1733277469.d1019,1351.6553950309753,562,23006.85546875,0.0,23006.85546875,7885835.5,0.7627413868904114,0.7638,3,,,,0.014067484997212887,0.0141,4,0.7626472115516663,0.7637,3,,,,0.014573286287486553,0.0146,2,10167325696.0,0.765019953250885,0.7650,1,,,,0.014962651766836643,0.0150,1,0.7648196816444397,0.7648,1,,,,0.014925224706530571,0.0149,1,1.0703529119491577
