Graph,Model,Loss Function,n_negative,Learning Rate,lambda,time,Duration,Steps,Loss/positive_loss,Loss/negative_loss,Loss/total_loss,Loss/dimension_regularization,classifier/metrics/valid/AUC_ROC,classifier/metrics/valid/AUC_ROC max,classifier/metrics/valid/AUC_ROC max epoch,classifier/metrics/valid/MRR,classifier/metrics/valid/MRR max,classifier/metrics/valid/MRR max epoch,classifier/metrics/valid/Hits_50,classifier/metrics/valid/Hits_50 max,classifier/metrics/valid/Hits_50 max epoch,classifier/metrics/test/AUC_ROC,classifier/metrics/test/AUC_ROC max,classifier/metrics/test/AUC_ROC max epoch,classifier/metrics/test/MRR,classifier/metrics/test/MRR max,classifier/metrics/test/MRR max epoch,classifier/metrics/test/Hits_50,classifier/metrics/test/Hits_50 max,classifier/metrics/test/Hits_50 max epoch,Loss/classifier_loss,GPU_usage/memory__bytes_,metrics/valid/AUC_ROC,metrics/valid/AUC_ROC max,metrics/valid/AUC_ROC max epoch,metrics/valid/MRR,metrics/valid/MRR max,metrics/valid/MRR max epoch,metrics/valid/Hits_50,metrics/valid/Hits_50 max,metrics/valid/Hits_50 max epoch,metrics/test/AUC_ROC,metrics/test/AUC_ROC max,metrics/test/AUC_ROC max epoch,metrics/test/MRR,metrics/test/MRR max,metrics/test/MRR max epoch,metrics/test/Hits_50,metrics/test/Hits_50 max,metrics/test/Hits_50 max epoch
SBM-0.1-0.04,n2v,sg_aug,1000000000,0.01,0.1,events.out.tfevents.1736462774.d1007,49.207518100738525,79,5674.6533203125,0.0,5674.6533203125,38639.80078125,0.5041624307632446,0.5084,1,0.00716056814417243,0.0078,1,0.00039201712934300303,0.0006,2,0.5010184049606323,0.5023,2,0.007610257714986801,0.0076,4,0.0004989130538888276,0.0007,0,1.3348984718322754,2083241472.0,0.5058382749557495,0.5058,5,0.007984410040080547,0.0080,5,0.000427655060775578,0.0004,5,0.50107741355896,0.5011,5,0.0073418933898210526,0.0073,5,0.0006058230064809322,0.0006,5
SBM-0.1-0.06,line,sg,10,0.01,1.0,events.out.tfevents.1736463260.d1007,73.58876872062683,10019,4.951908111572266,27.856168746948242,32.808074951171875,13.900108337402344,0.7861629128456116,0.7862,4,0.02326980233192444,0.0233,4,0.0003744149871636182,0.0010,1,0.5058515071868896,0.5079,1,0.006722555495798588,0.0073,0,3.120027395198122e-05,0.0005,0,0.8767420053482056,545872896.0,0.8003169894218445,0.8003,5,0.023790791630744934,0.0238,5,0.00028081124764867127,0.0003,5,0.5054131746292114,0.5054,5,0.0066223968751728535,0.0066,5,0.0,0.0000,5
SBM-0.1-0.06,line,sg_aug,100,0.01,1.0,events.out.tfevents.1736463344.d1007,69.9447672367096,10019,0.024462781846523285,0.0,0.024462781846523285,5.468599319458008,0.7292134761810303,0.7292,4,0.01724252849817276,0.0172,4,0.00040561624336987734,0.0006,1,0.5010651350021362,0.5028,2,0.006736300885677338,0.0075,0,1.560013697599061e-05,0.0004,0,1.0853039026260376,545872896.0,0.74336838722229,0.7434,5,0.018080774694681168,0.0181,5,0.000873634940944612,0.0009,5,0.5036482810974121,0.5036,5,0.006756999064236879,0.0068,5,0.00026520233950577676,0.0003,5
SBM-0.1-0.06,line,sg_aug,1000000000,0.01,0.1,events.out.tfevents.1736463430.d1007,69.58855628967285,10019,0.0007050674175843596,0.0,0.0007050674175843596,30234.333984375,0.5363368988037109,0.5363,4,0.008624008856713772,0.0086,4,0.0006240250077098608,0.0006,3,0.4977107048034668,0.4994,0,0.007443535607308149,0.0077,0,0.00048360423534177244,0.0005,4,1.3740795850753784,545872896.0,0.5497416853904724,0.5497,5,0.00871201604604721,0.0087,5,0.000436817470472306,0.0004,5,0.49670717120170593,0.4967,5,0.007300656288862228,0.0073,5,0.00026520233950577676,0.0003,5
SBM-0.1-0.06,n2v,sg,10,0.01,1.0,events.out.tfevents.1736463041.d1007,56.27851128578186,79,931006.1875,951602.3125,1882608.5,47.33604431152344,0.5182846784591675,0.5183,4,0.008502126671373844,0.0085,4,0.0009984399657696486,0.0010,4,0.5012741088867188,0.5013,4,0.007674430031329393,0.0077,4,0.0006552057457156479,0.0007,4,1.3500797748565674,3121276416.0,0.5194607377052307,0.5195,5,0.008258660323917866,0.0083,5,0.0006552262348122895,0.0007,5,0.5018580555915833,0.5019,5,0.007424246985465288,0.0074,5,0.000686406041495502,0.0007,5
SBM-0.1-0.06,n2v,sg_aug,100,0.01,100.0,events.out.tfevents.1736463114.d1007,55.60693144798279,79,5531.79296875,0.0,5531.79296875,38779.3203125,0.5066711902618408,0.5076,1,0.008195636793971062,0.0082,4,0.000873634940944612,0.0009,4,0.49900683760643005,0.5007,1,0.00730495061725378,0.0077,0,0.0005460047977976501,0.0006,0,1.3554362058639526,2083241472.0,0.5094795227050781,0.5095,5,0.00832377653568983,0.0083,5,0.0006240250077098608,0.0006,5,0.49936211109161377,0.4994,5,0.0073261200450360775,0.0073,5,0.00048360423534177244,0.0005,5
SBM-0.1-0.06,n2v,sg_aug,1000000000,0.01,0.1,events.out.tfevents.1736463187.d1007,55.675021171569824,79,5531.79296875,0.0,5531.79296875,38779.31640625,0.5094807744026184,0.5106,3,0.008195636793971062,0.0082,4,0.000873634940944612,0.0009,4,0.49526816606521606,0.4996,1,0.00730495061725378,0.0077,0,0.0005460047977976501,0.0006,0,1.3554362058639526,2083241472.0,0.5143917798995972,0.5144,5,0.00832377653568983,0.0083,5,0.0006240250077098608,0.0006,5,0.49605488777160645,0.4961,5,0.0073261200450360775,0.0073,5,0.00048360423534177244,0.0005,5
SBM-0.1-0.08,line,sg,10,0.01,1.0,events.out.tfevents.1736463743.d1007,83.14305210113525,11279,14.5296049118042,55.447017669677734,69.97662353515625,5.5443902015686035,0.7952601313591003,0.7953,4,0.025188934057950974,0.0252,4,0.0,0.0011,1,0.5025322437286377,0.5025,4,0.006394778843969107,0.0073,0,0.0,0.0007,0,1.0821077823638916,605853696.0,0.8113428950309753,0.8113,5,0.0255157258361578,0.0255,5,0.0006650778814218938,0.0007,5,0.5042177438735962,0.5042,5,0.006508145481348038,0.0065,5,4.1567367588868365e-05,0.0000,5
SBM-0.1-0.08,line,sg_aug,100,0.01,1.0,events.out.tfevents.1736463845.d1007,82.04167556762695,11279,0.08095530420541763,0.0,0.08095530420541763,5.351706504821777,0.7197480797767639,0.7197,4,0.016013162210583687,0.0160,4,8.313473517773673e-05,0.0008,1,0.5006447434425354,0.5016,1,0.006621120497584343,0.0075,0,0.0,0.0006,0,1.0831637382507324,605853696.0,0.734041690826416,0.7340,5,0.016056502237915993,0.0161,5,8.313473517773673e-05,0.0001,5,0.5002857446670532,0.5003,5,0.006544636096805334,0.0065,5,0.0,0.0000,5
SBM-0.1-0.08,line,sg_aug,1000000000,0.01,0.1,events.out.tfevents.1736463948.d1007,78.09914088249207,11279,0.0007118374342098832,0.0,0.0007118374342098832,33929.26953125,0.5560179352760315,0.5560,4,0.008672330528497696,0.0088,2,0.0004156736540608108,0.0007,2,0.4971596300601959,0.5018,1,0.007074306253343821,0.0077,0,0.00044338524457998574,0.0007,0,1.378089427947998,605853696.0,0.5625977516174316,0.5626,5,0.009223266504704952,0.0092,5,0.0008313473081216216,0.0008,5,0.4970723092556,0.4971,5,0.0069081406109035015,0.0069,5,0.00038796209264546633,0.0004,5
SBM-0.1-0.08,n2v,sg,10,0.01,1.0,events.out.tfevents.1736463514.d1007,62.70851707458496,79,933780.125,951795.125,1885575.25,47.55839538574219,0.5372511744499207,0.5373,4,0.009108588099479675,0.0091,4,0.0008867704891599715,0.0009,4,0.4996131658554077,0.5022,0,0.007419081404805183,0.0075,1,0.0006789336330257356,0.0007,4,1.3770354986190796,3121276416.0,0.5440782904624939,0.5441,5,0.010011091828346252,0.0100,5,0.00110846315510571,0.0011,5,0.5006777048110962,0.5007,5,0.007225316949188709,0.0072,5,0.0004156736540608108,0.0004,5
SBM-0.1-0.08,n2v,sg_aug,100,0.01,100.0,events.out.tfevents.1736463587.d1007,61.58283066749573,79,5324.720703125,0.0,5324.720703125,38693.671875,0.5270051956176758,0.5270,4,0.008892565965652466,0.0089,4,0.0005819431389681995,0.0007,1,0.5021880865097046,0.5022,4,0.00737959798425436,0.0077,0,0.0003741063119377941,0.0005,1,1.385533332824707,2083241472.0,0.5250152945518494,0.5250,5,0.008982392027974129,0.0090,5,0.0007759241852909327,0.0008,5,0.5017410516738892,0.5017,5,0.007051046937704086,0.0071,5,0.0002632599789649248,0.0003,5
SBM-0.1-0.08,n2v,sg_aug,1000000000,0.01,0.1,events.out.tfevents.1736463664.d1007,61.79118871688843,79,5324.720703125,0.0,5324.720703125,38693.671875,0.530973494052887,0.5310,4,0.008892565965652466,0.0089,4,0.0005819431389681995,0.0007,1,0.501967191696167,0.5020,4,0.00737959798425436,0.0077,0,0.0003741063119377941,0.0005,1,1.385533332824707,2083241472.0,0.5252010226249695,0.5252,5,0.008982392027974129,0.0090,5,0.0007759241852909327,0.0008,5,0.5019808411598206,0.5020,5,0.007051046937704086,0.0071,5,0.0002632599789649248,0.0003,5
SBM-0.1-0.1,line,sg,10,0.01,1.0,events.out.tfevents.1736464314.d1007,94.38194680213928,12519,14.207404136657715,46.249366760253906,60.45677185058594,2.4532124996185303,0.7895339727401733,0.7895,4,0.023993194103240967,0.0240,4,0.0002995955292135477,0.0007,1,0.5010450482368469,0.5024,3,0.00629062857478857,0.0073,0,4.9932590627577156e-05,0.0005,0,1.0125123262405396,669086720.0,0.8086100816726685,0.8086,5,0.02469715103507042,0.0247,5,7.489888230338693e-05,0.0001,5,0.5024790167808533,0.5025,5,0.006345977075397968,0.0063,5,6.241574010346085e-05,0.0001,5
