Graph,Model,Loss Function,n_negative,Learning Rate,lambda,n2v_p,n2v_q,time,Duration,Steps,Loss/positive_loss,Loss/positive_loss max,Loss/negative_loss,Loss/negative_loss max,Loss/total_loss,Loss/total_loss max,Loss/dimension_regularization,Loss/dimension_regularization max,GPU_usage/memory__bytes_,GPU_usage/memory__bytes_ max,classifier/metrics/valid/AUC_ROC,classifier/metrics/valid/AUC_ROC max,classifier/metrics/valid/MRR,classifier/metrics/valid/MRR max,classifier/metrics/valid/Hits_1,classifier/metrics/valid/Hits_1 max,classifier/metrics/valid/Hits_20,classifier/metrics/valid/Hits_20 max,classifier/metrics/valid/Hits_50,classifier/metrics/valid/Hits_50 max,classifier/metrics/valid/Hits_100,classifier/metrics/valid/Hits_100 max,classifier/metrics/test/AUC_ROC,classifier/metrics/test/AUC_ROC max,classifier/metrics/test/MRR,classifier/metrics/test/MRR max,classifier/metrics/test/Hits_1,classifier/metrics/test/Hits_1 max,classifier/metrics/test/Hits_20,classifier/metrics/test/Hits_20 max,classifier/metrics/test/Hits_50,classifier/metrics/test/Hits_50 max,classifier/metrics/test/Hits_100,classifier/metrics/test/Hits_100 max,Loss/classifier_loss,Loss/classifier_loss max,metrics/valid/AUC_ROC,metrics/valid/AUC_ROC max,metrics/valid/MRR,metrics/valid/MRR max,metrics/valid/Hits_1,metrics/valid/Hits_1 max,metrics/valid/Hits_20,metrics/valid/Hits_20 max,metrics/valid/Hits_50,metrics/valid/Hits_50 max,metrics/valid/Hits_100,metrics/valid/Hits_100 max,metrics/test/AUC_ROC,metrics/test/AUC_ROC max,metrics/test/MRR,metrics/test/MRR max,metrics/test/Hits_1,metrics/test/Hits_1 max,metrics/test/Hits_20,metrics/test/Hits_20 max,metrics/test/Hits_50,metrics/test/Hits_50 max,metrics/test/Hits_100,metrics/test/Hits_100 max
ogbl-citation2,line,sg_aug,5,0.01,100,-1,-1,02-06-15h08m,2844.124007,44642,94.2409668,10172.5869,0,0,94.2409668,10172.5869,685.4449463,79090.3672,8019209728,8019209728,0.721640825,0.7216,0.085563131,0.0856,0.002736847,0.0037,0.026571667,0.0282,0.044528618,0.0454,0.064056076,0.0655,0.621948063,0.623,0.076671958,0.0767,0.000831447,0.002,0.02427364,0.0243,0.039343622,0.0434,0.058628578,0.0586,1.227450848,1.4438,0.721748292,0.7217,0.085638165,0.0856,0,0,0.024389118,0.0244,0.038489077,0.0385,0.058478452,0.0585,0.623804271,0.6238,0.076840155,0.0768,0.002794586,0.0028,0.01691764,0.0169,0.045660309,0.0457,0.05082221,0.0508
ogbl-citation2,n2v,sg,10,0.01,0,0.25,2,02-06-16h03m,2145.112205,4289,476461.25,13040727,2487514.5,44616376,2963975.75,57657104,0,0,31984844800,31984844800,0.984378815,0.9844,0.35161975,0.3516,0.011305372,0.015,0.05109936,0.0689,0.139036447,0.139,0.220437437,0.2242,0.979429841,0.9794,0.321282625,0.3213,0.000346436,0.0083,0.048870619,0.0692,0.122626916,0.1339,0.211210683,0.2112,0.33576262,1.3693,0.983943641,0.9839,0.353745818,0.3537,0.004007114,0.004,0.049575038,0.0496,0.114774361,0.1148,0.220968649,0.221,0.978535235,0.9785,0.322511524,0.3225,0.000750612,0.0008,0.059009656,0.059,0.130594954,0.1306,0.219305754,0.2193
ogbl-citation2,n2v,sg_aug,1000000000,0.01,0,0.25,2,02-06-16h46m,1230.052568,2859,84157.14063,13040727,0,0,84157.14063,13040727,nan,nan,23486461952,23486461952,0.827169299,0.8272,0.070870928,0.0709,0.000750612,0.0014,0.009423069,0.0094,0.015520348,0.0203,0.034585893,0.0357,0.809170425,0.8092,0.068460084,0.0685,0.001073953,0.0011,0.008198993,0.0096,0.021455957,0.0215,0.037403576,0.0374,0.984801471,1.4745,0.827838242,0.8278,0.070611008,0.0706,0.000438819,0.0004,0.00800268,0.008,0.019781515,0.0198,0.036537487,0.0365,0.809738398,0.8097,0.06811586,0.0681,0.000184766,0.0002,0.008811031,0.0088,0.020959398,0.021,0.032611206,0.0326
ogbl-citation2,n2v,sg_aug,5,0.01,0.1,0.25,2,02-06-17h14m,1683.949222,4289,61286.75781,13040727,0,0,61286.75781,13040727,3779.064941,117849.9922,23486461952,23486461952,0.954334736,0.9552,0.172927573,0.1729,0.001547416,0.0058,0.021352027,0.0302,0.041849509,0.056,0.09894222,0.0989,0.945445538,0.9454,0.161172628,0.1612,0.002205645,0.0022,0.029620307,0.0305,0.054171097,0.0558,0.087024808,0.0908,0.549606085,1.3606,0.95726645,0.9573,0.17389214,0.1739,0.003094831,0.0031,0.031548802,0.0315,0.054217286,0.0542,0.08628574,0.0863,0.947399378,0.9474,0.16176042,0.1618,0.001501224,0.0015,0.031537253,0.0315,0.059783366,0.0598,0.082116961,0.0821
ogbl-collab,line,sg,10,0.1,0,-1,-1,02-06-13h46m,45.93652821,6054,345.3877563,13506.5605,1730.909424,18697.7617,2076.297119,29542.4844,0,0,637565952,637565952,0.854393721,0.8544,0.250751346,0.2508,0.054507021,0.0556,0.171876043,0.1719,0.199137866,0.1991,0.223487109,0.2235,0.717836559,0.7178,0.124587029,0.1246,0.013878996,0.0139,0.070409462,0.0704,0.085043922,0.085,0.098858163,0.1013,1.078680277,1.7915,0.851813138,0.8518,0.180664405,0.1807,0,0,0.090256974,0.0903,0.128220484,0.1282,0.159177154,0.1592,0.715353131,0.7154,0.093462855,0.0935,0,0,0.032744069,0.0327,0.053487018,0.0535,0.07168296,0.0717
ogbl-collab,line,sg_aug,10,0.1,1,-1,-1,02-06-13h49m,38.71041346,6054,69.07761383,9925.0781,0,0,69.07761383,9925.0781,3646.459717,2839063.25,636499968,636499968,0.933513045,0.9335,0.424981117,0.425,0,0.0002,0.320800871,0.3208,0.380483985,0.3805,0.43340987,0.4334,0.802076697,0.8021,0.22460106,0.2246,0,0.0002,0.145632327,0.1456,0.182973951,0.183,0.218265012,0.2183,1.005132794,1.5141,0.934895098,0.9349,0.429304928,0.4293,0,0,0.321183681,0.3212,0.391518533,0.3915,0.440699667,0.4407,0.801658452,0.8017,0.226763457,0.2268,0,0,0.145114288,0.1451,0.189470962,0.1895,0.223812297,0.2238
ogbl-collab,line,sg_aug,1000000000,0.1,0,-1,-1,02-06-13h48m,14.78701663,2421,262.8357544,9968.418,0,0,262.8357544,9968.418,nan,nan,636499968,636499968,0.910398066,0.9104,0.395489603,0.3955,0,0,0.256973565,0.257,0.306986868,0.307,0.345449686,0.3454,0.778713465,0.7787,0.200055495,0.2001,0,0,0.107276216,0.1073,0.136588305,0.1366,0.159899846,0.1601,0.621084988,1.5098,0.913026214,0.913,0.396653891,0.3967,0,0,0.257439584,0.2574,0.311796814,0.3118,0.348861575,0.3489,0.784080267,0.7841,0.201549307,0.2015,0,0,0.107686326,0.1077,0.139610171,0.1396,0.161561877,0.1616
ogbl-collab,n2v,sg,10,0.1,0,4,4,02-06-13h51m,258.5522554,1154,179728.125,17937938,1172099.375,22298136,1351827.5,40236072,0,0,13248111616,13248111616,0.994186461,0.9942,0.576359332,0.5764,0,0.0001,0.27404967,0.2818,0.400639087,0.4063,0.498934805,0.5064,0.935556889,0.9368,0.376819611,0.3768,0,0.0001,0.159230724,0.1627,0.240756333,0.2422,0.307669044,0.3111,0.292002708,1.386,0.994496703,0.9945,0.576055765,0.5761,0,0,0.280557215,0.2806,0.420161754,0.4202,0.538812339,0.5388,0.936195493,0.9362,0.376667291,0.3767,0,0,0.159835085,0.1598,0.248742685,0.2487,0.332146168,0.3321
ogbl-collab,n2v,sg_aug,10,0.1,100,4,4,02-06-14h00m,233.0180748,1154,34154.29688,17937938,0,0,34154.29688,17937938,3807.660645,533211.25,8998920192,8998920192,0.996683121,0.9967,0.59565568,0.5957,0.025497636,0.0255,0.214765996,0.2213,0.357116699,0.3713,0.478829622,0.516,0.9624511,0.9626,0.381362259,0.3814,0.014181182,0.0142,0.119212583,0.1195,0.202421799,0.2079,0.277838916,0.3012,0.264452219,1.3906,0.996516407,0.9965,0.598218083,0.5982,0.034135543,0.0341,0.154899806,0.1549,0.296851069,0.2969,0.475317866,0.4753,0.962328315,0.9623,0.382569581,0.3826,0.018649226,0.0186,0.086662777,0.0867,0.165166527,0.1652,0.273867339,0.2739
ogbl-collab,n2v,sg_aug,1000000000,0.1,0,4,4,02-06-13h57m,88.87511182,461,757.0670166,17937938,0,0,757.0670166,17937938,nan,nan,8998920192,8998920192,0.983145952,0.9832,0.42603153,0.426,0.003711471,0.0054,0.100675717,0.1125,0.188119963,0.2056,0.278693169,0.2863,0.92431736,0.9268,0.271020859,0.271,0.004381705,0.0044,0.058883205,0.0627,0.107751086,0.1139,0.165101767,0.1654,0.339437544,1.6178,0.984977126,0.985,0.432041854,0.432,0.000615805,0.0006,0.157795742,0.1578,0.239381522,0.2394,0.33767724,0.3377,0.927028835,0.927,0.273193836,0.2732,0.000712297,0.0007,0.085151844,0.0852,0.137300611,0.1373,0.202205956,0.2022
ogbl-ppa,line,sg,10,0.01,0,-1,-1,02-06-13h38m,973.9379001,66639,190.5957642,10008.7939,7300.148438,20368.0918,7490.744141,21698.2539,0,0,2074099200,2074099200,0.91372174,0.9142,,,0.001386708,0.0018,0.0058246,0.0058,0.009669345,0.0097,0.013911116,0.0139,0.894397676,0.8946,,,0.001010627,0.001,0.004430401,0.0044,0.00693355,0.0077,0.010922955,0.0116,0.633852363,1.344,0.914762974,0.9148,,,0.001954454,0.002,0.006497913,0.0065,0.00932675,0.0093,0.01400662,0.014,0.895596087,0.8956,,,0.001054496,0.0011,0.004336067,0.0043,0.008460376,0.0085,0.013131229,0.0131
ogbl-ppa,line,sg_aug,1000000000,0.01,0,-1,-1,02-06-14h25m,307.1161978,26655,0.050153628,10059.9414,0,0,0.050153628,10059.9414,nan,nan,2071968256,2071968256,0.939788997,0.9398,,,0.000848321,0.002,0.012882013,0.0139,0.025368154,0.0254,0.038165547,0.0382,0.913122714,0.9131,,,0.000244081,0.0003,0.012479467,0.0125,0.022854889,0.0255,0.0378916,0.0379,0.593571365,1.3687,0.940525293,0.9405,,,0.000776899,0.0008,0.012216947,0.0122,0.021250423,0.0213,0.035664462,0.0357,0.914258182,0.9143,,,0.00020483,0.0002,0.010297251,0.0103,0.022769792,0.0228,0.038744893,0.0387
ogbl-ppa,line,sg_aug,5,0.01,100,-1,-1,02-06-15h01m,925.519944,66639,3.776093006,9962.0654,0,0,3.776093006,9962.0654,316.881897,11676.8984,2071968256,2071968256,0.8250826,0.8251,,,0.003003846,0.009,0.035427269,0.0354,0.052022893,0.0527,0.069475748,0.0705,0.777286053,0.7773,,,0.008651353,0.0173,0.035259813,0.0378,0.054624014,0.0546,0.072436981,0.0724,0.916062117,1.381,0.826713562,0.8267,,,0.008404038,0.0084,0.037776932,0.0378,0.055899471,0.0559,0.073856071,0.0739,0.778731704,0.7787,,,0.011517656,0.0115,0.042248446,0.0422,0.058569223,0.0586,0.075148918,0.0751
ogbl-ppa,n2v,sg,10,0.01,0,2,4,02-06-15h47m,1483.437555,1409,932366,37170524,2374981,44653412,3307347,81823936,0,0,27241660416,27241660416,0.996229231,0.9964,,,0.001411285,0.0046,0.062624842,0.0702,0.104347639,0.1248,0.157000959,0.1752,0.994893134,0.9951,,,0.009195588,0.0174,0.054550461,0.0639,0.095279664,0.1022,0.140558019,0.1593,0.113357514,1.3627,0.996420443,0.9964,,,0.009701839,0.0097,0.054037716,0.054,0.096334524,0.0963,0.15366672,0.1537,0.995097518,0.9951,,,0.01536622,0.0154,0.063578486,0.0636,0.099972293,0.1,0.145293847,0.1453
