Graph,Model,Loss Function,n_negative,Learning Rate,lambda,Duration,Steps,metrics/MRR,metrics/Hits_50,Loss/positive_loss,Loss/negative_loss,Loss/total_loss,Loss/dimension_regularization
Cora,n2v,sg_aug,100,1.0,0.1,1.9015896320343018,2,0.07609713077545166,0.005692599341273308,1055.2188720703125,0.0,1055.2188720703125,3846111744.0
Cora,n2v,sg_aug,100,1.0,0.1,6.271464824676514,5,0.0774308368563652,0.013282732106745243,34.53877639770508,0.0,34.53877639770508,5630195200.0
Cora,n2v,sg_aug,100,1.0,1.0,1.8514375686645508,2,0.07609713077545166,0.005692599341273308,1055.2188720703125,0.0,1055.2188720703125,3846111744.0
Cora,n2v,sg_aug,100,1.0,1.0,6.179343223571777,5,0.0774308368563652,0.013282732106745243,34.53877639770508,0.0,34.53877639770508,5630195200.0
Cora,n2v,sg_aug,1000,0.01,0.01,1.8400623798370361,2,0.007231840863823891,0.0,288651.0,0.0,288651.0,1336398.125
Cora,n2v,sg_aug,1000,0.01,0.01,6.493723392486572,5,0.01591365411877632,0.0,33896.96484375,0.0,33896.96484375,21280670.0
Cora,n2v,sg_aug,1000,0.01,0.1,1.8725388050079346,2,0.007231840863823891,0.0,288651.0,0.0,288651.0,1336398.125
Cora,n2v,sg_aug,1000,0.01,0.1,6.199206113815308,5,0.01591365411877632,0.0,33896.96484375,0.0,33896.96484375,21280670.0
Cora,n2v,sg_aug,1000,0.01,1.0,1.8642709255218506,2,0.007231840863823891,0.0,288651.0,0.0,288651.0,1336398.125
Cora,n2v,sg_aug,1000,0.01,1.0,6.431441307067871,5,0.01591365411877632,0.0,33896.96484375,0.0,33896.96484375,21280670.0
Cora,n2v,sg_aug,1000,0.1,0.01,1.8143584728240967,2,0.10499975085258484,0.007590132765471935,1431.288818359375,0.0,1431.288818359375,96347488.0
Cora,n2v,sg_aug,1000,0.1,0.01,6.346076965332031,5,0.10624147206544876,0.007590132765471935,13.841339111328125,0.0,13.841339111328125,174224784.0
Cora,n2v,sg_aug,1000,0.1,0.1,1.8864312171936035,2,0.10499975085258484,0.007590132765471935,1431.288818359375,0.0,1431.288818359375,96347488.0
Cora,n2v,sg_aug,1000,0.1,0.1,6.194121837615967,5,0.10624147206544876,0.007590132765471935,13.841339111328125,0.0,13.841339111328125,174224784.0
Cora,n2v,sg_aug,1000,0.1,1.0,1.834688425064087,2,0.10499975085258484,0.007590132765471935,1431.288818359375,0.0,1431.288818359375,96347488.0
Cora,n2v,sg_aug,1000,0.1,1.0,6.093173265457153,5,0.10624147206544876,0.007590132765471935,13.841339111328125,0.0,13.841339111328125,174224784.0
Cora,n2v,sg_aug,1000,1.0,0.01,1.8389124870300293,2,0.07609713077545166,0.005692599341273308,1055.2188720703125,0.0,1055.2188720703125,3846111744.0
Cora,n2v,sg_aug,1000,1.0,0.01,6.314562082290649,5,0.0774308368563652,0.013282732106745243,34.53877639770508,0.0,34.53877639770508,5630195200.0
Cora,n2v,sg_aug,1000,1.0,0.1,1.8981239795684814,2,0.07609713077545166,0.005692599341273308,1055.2188720703125,0.0,1055.2188720703125,3846111744.0
Cora,n2v,sg_aug,1000,1.0,0.1,6.349568843841553,5,0.0774308368563652,0.013282732106745243,34.53877639770508,0.0,34.53877639770508,5630195200.0
Cora,n2v,sg_aug,1000,1.0,1.0,1.855402946472168,2,0.07609713077545166,0.005692599341273308,1055.2188720703125,0.0,1055.2188720703125,3846111744.0
Cora,n2v,sg_aug,1000,1.0,1.0,6.563268423080444,5,0.0774308368563652,0.013282732106745243,34.53877639770508,0.0,34.53877639770508,5630195200.0
Cora,n2v,sg_aug,1000000000,0.01,0.01,6.397504806518555,5,0.01591365411877632,0.0,33896.96484375,0.0,33896.96484375,21280670.0
Cora,n2v,sg_aug,1000000000,0.01,0.1,6.288093566894531,5,0.01591365411877632,0.0,33896.96484375,0.0,33896.96484375,21280670.0
Cora,n2v,sg_aug,1000000000,0.01,1.0,6.409823179244995,5,0.01591365411877632,0.0,33896.96484375,0.0,33896.96484375,21280670.0
Cora,n2v,sg_aug,1000000000,0.1,0.01,6.255004167556763,5,0.10624147206544876,0.007590132765471935,13.841339111328125,0.0,13.841339111328125,174224784.0
Cora,n2v,sg_aug,1000000000,0.1,0.1,6.3067309856414795,5,0.10624147206544876,0.007590132765471935,13.841339111328125,0.0,13.841339111328125,174224784.0
Cora,n2v,sg_aug,1000000000,0.1,1.0,6.222684860229492,5,0.10624147206544876,0.007590132765471935,13.841339111328125,0.0,13.841339111328125,174224784.0
Cora,n2v,sg_aug,1000000000,1.0,0.01,6.593627691268921,5,0.0774308368563652,0.013282732106745243,34.53877639770508,0.0,34.53877639770508,5630195200.0
Cora,n2v,sg_aug,1000000000,1.0,0.1,6.137441635131836,5,0.0774308368563652,0.013282732106745243,34.53877639770508,0.0,34.53877639770508,5630195200.0
Cora,n2v,sg_aug,1000000000,1.0,1.0,6.364280939102173,5,0.0774308368563652,0.013282732106745243,34.53877639770508,0.0,34.53877639770508,5630195200.0
PubMed,line,sg,10,0.01,1.0,21.5016667842865,5,0.007448896765708923,0.0009025270701386034,0.027388442307710648,67.75198364257812,67.77937316894531,5190347.5
PubMed,line,sg,10,0.1,1.0,21.514106273651123,5,0.0348179005086422,0.02391696721315384,-0.0,69.0777816772461,69.0777816772461,28134406.0
PubMed,line,sg,10,1.0,1.0,21.82994246482849,5,0.016463983803987503,0.004963899031281471,103.6163330078125,103.6163330078125,207.232666015625,1008316288.0
PubMed,line,sg_aug,10,0.01,0.01,18.444739818572998,5,0.007425651419907808,0.0009025270701386034,0.5669873356819153,0.0,0.5669873356819153,2079216.5
PubMed,line,sg_aug,10,0.01,0.1,18.446163654327393,5,0.007425651419907808,0.0009025270701386034,23.955856323242188,0.0,23.955856323242188,1844677.625
PubMed,line,sg_aug,10,0.01,1.0,18.414047718048096,5,0.007425651419907808,0.0009025270701386034,29.528703689575195,0.0,29.528703689575195,1235170.625
PubMed,line,sg_aug,10,0.1,0.01,18.30834150314331,5,0.007425651419907808,0.0009025270701386034,0.5834941864013672,0.0,0.5834941864013672,71172256.0
PubMed,line,sg_aug,10,0.1,0.1,18.44289493560791,5,0.007425651419907808,0.0009025270701386034,24.048587799072266,0.0,24.048587799072266,16213211.0
PubMed,line,sg_aug,10,0.1,1.0,18.394060134887695,5,0.007425651419907808,0.0009025270701386034,22.530460357666016,0.0,22.530460357666016,258529600.0
PubMed,line,sg_aug,10,1.0,0.01,18.441270112991333,5,0.011938315816223621,0.002933213021606207,0.0003879758296534419,0.0,0.0003879758296534419,7629549056.0
PubMed,line,sg_aug,10,1.0,0.1,18.495038747787476,5,0.01014151331037283,0.002256317762658,-0.0,0.0,0.0,28098805760.0
PubMed,line,sg_aug,10,1.0,1.0,18.39028573036194,5,0.00958031602203846,0.001805054140277207,22.651268005371094,0.0,22.651268005371094,727261952.0
PubMed,line,sg_aug,100,0.01,0.01,18.63264751434326,5,0.007425651419907808,0.0009025270701386034,5.645020961761475,0.0,5.645020961761475,117488176.0
PubMed,line,sg_aug,100,0.01,0.1,18.496583223342896,5,0.007425651419907808,0.001128158881329,24.757450103759766,0.0,24.757450103759766,117525672.0
PubMed,line,sg_aug,100,0.01,1.0,18.43645167350769,5,0.007425651419907808,0.001128158881329,27.620067596435547,0.0,27.620067596435547,117519680.0
PubMed,line,sg_aug,100,0.1,0.01,18.415248155593872,5,0.020356982946395874,0.011507220566272736,2.7179985409020446e-05,0.0,2.7179985409020446e-05,11757472768.0
PubMed,line,sg_aug,100,0.1,0.1,18.376139402389526,5,0.017490634694695473,0.010604692623019218,1.3947541447123513e-05,0.0,1.3947541447123513e-05,11756969984.0
PubMed,line,sg_aug,100,0.1,1.0,18.50162959098816,5,0.01729963719844818,0.010153429582715034,1.394754508510232e-05,0.0,1.394754508510232e-05,11756944384.0
PubMed,line,sg_aug,100,1.0,0.01,18.48968482017517,5,0.02125053107738495,0.011732852086424828,-0.0,0.0,0.0,1175692902400.0
PubMed,line,sg_aug,100,1.0,0.1,18.426807165145874,5,0.0220679622143507,0.012409747578203678,-0.0,0.0,0.0,1175600496640.0
PubMed,line,sg_aug,100,1.0,1.0,18.494630098342896,5,0.022273944690823555,0.01263537909835577,-0.0,0.0,0.0,1175582932992.0
PubMed,line,sg_aug,1000,0.01,0.01,18.496347188949585,5,0.008306937292218208,0.0009025270701386034,0.24275332689285278,0.0,0.24275332689285278,1471466240.0
PubMed,line,sg_aug,1000,0.01,0.1,18.53266167640686,5,0.007465306669473648,0.0009025270701386034,0.8116768002510071,0.0,0.8116768002510071,1687107456.0
PubMed,line,sg_aug,1000,0.01,1.0,18.544500827789307,5,0.007505850400775671,0.0009025270701386034,6.109009265899658,0.0,6.109009265899658,1685129088.0
PubMed,line,sg_aug,1000,0.1,0.01,18.59337592124939,5,0.0547163151204586,0.0403880849480629,-0.0,0.0,0.0,163870195712.0
PubMed,line,sg_aug,1000,0.1,0.1,18.44072699546814,5,0.05236290767788887,0.036552347242832184,-0.0,0.0,0.0,171936874496.0
PubMed,line,sg_aug,1000,0.1,1.0,18.655210733413696,5,0.05187371373176575,0.03497292473912239,-0.0,0.0,0.0,172868714496.0
PubMed,line,sg_aug,1000,1.0,0.01,18.822484731674194,5,0.023461131379008293,0.01195848360657692,-0.0,0.0,0.0,17527349444608.0
PubMed,line,sg_aug,1000,1.0,0.1,18.604170083999634,5,0.024355148896574974,0.012409747578203678,-0.0,0.0,0.0,17794991128576.0
PubMed,line,sg_aug,1000,1.0,1.0,18.5571551322937,5,0.024441367015242577,0.01263537909835577,-0.0,0.0,0.0,17821960503296.0
PubMed,line,sg_aug,1000000000,0.01,0.01,18.7410888671875,5,0.008191145025193691,0.0009025270701386034,-0.0,0.0,0.0,4970618.0
PubMed,line,sg_aug,1000000000,0.01,0.1,18.34259033203125,5,0.008191145025193691,0.0009025270701386034,-0.0,0.0,0.0,4970618.0
PubMed,line,sg_aug,1000000000,0.01,1.0,18.51012134552002,5,0.008191145025193691,0.0009025270701386034,-0.0,0.0,0.0,4970618.0
PubMed,line,sg_aug,1000000000,0.1,0.01,18.626619815826416,5,0.06794054061174393,0.0485108308494091,-0.0,0.0,0.0,474367904.0
PubMed,line,sg_aug,1000000000,0.1,0.1,18.587560653686523,5,0.06794054061174393,0.0485108308494091,-0.0,0.0,0.0,474367904.0
PubMed,line,sg_aug,1000000000,0.1,1.0,18.478735208511353,5,0.06794054061174393,0.0485108308494091,-0.0,0.0,0.0,474367904.0
PubMed,line,sg_aug,1000000000,1.0,0.01,18.63266897201538,5,0.024907121434807777,0.01263537909835577,69.07755279541016,0.0,69.07755279541016,2366290688.0
PubMed,line,sg_aug,1000000000,1.0,0.1,18.606780529022217,5,0.024907121434807777,0.01263537909835577,69.07755279541016,0.0,69.07755279541016,2366290688.0
PubMed,line,sg_aug,1000000000,1.0,1.0,18.72797393798828,5,0.024907121434807777,0.01263537909835577,69.07755279541016,0.0,69.07755279541016,2366290688.0
PubMed,n2v,sg,10,0.01,1.0,36.16914701461792,5,0.17281930148601532,0.0009025270701386034,6285.18359375,30127.869140625,36413.0546875,4091636.0
PubMed,n2v,sg,10,0.1,1.0,36.20603370666504,5,0.16953426599502563,0.0009025270701386034,6511.62158203125,31008.83984375,37520.4609375,334989664.0
PubMed,n2v,sg,10,1.0,1.0,36.37231636047363,5,0.040375545620918274,0.0009025270701386034,65173.92578125,588379.1875,653553.125,24099059712.0
PubMed,n2v,sg_aug,10,0.01,0.01,29.556057691574097,5,0.04262908175587654,0.0009025270701386034,353.36614990234375,0.0,353.36614990234375,50217.296875
PubMed,n2v,sg_aug,10,0.01,0.1,29.7474467754364,5,0.0464480035007,0.0009025270701386034,3566.00341796875,0.0,3566.00341796875,55402.97265625
PubMed,n2v,sg_aug,10,0.01,1.0,29.59930419921875,5,0.01932063139975071,0.0009025270701386034,39050.9140625,0.0,39050.9140625,216906.71875
PubMed,n2v,sg_aug,10,0.1,0.01,29.33641266822815,5,0.07553032040596008,0.0009025270701386034,150.94332885742188,0.0,150.94332885742188,2524786.5
PubMed,n2v,sg_aug,10,0.1,0.1,29.304027795791626,5,0.06587091088294983,0.0031588447745889425,3178.1435546875,0.0,3178.1435546875,22321454.0
PubMed,n2v,sg_aug,10,0.1,1.0,29.522104024887085,5,0.044603802263736725,0.001128158881329,21327.671875,0.0,21327.671875,12794078.0
PubMed,n2v,sg_aug,10,1.0,0.01,29.459927082061768,5,0.08239519596099854,0.012184115126729012,3434.109130859375,0.0,3434.109130859375,2140203904.0
PubMed,n2v,sg_aug,10,1.0,0.1,29.299439907073975,5,0.08363354206085205,0.0166967511177063,27480.80859375,0.0,27480.80859375,2208877824.0
PubMed,n2v,sg_aug,10,1.0,1.0,29.049527645111084,5,0.0717465728521347,0.018276173621416092,63909.39453125,0.0,63909.39453125,2776291328.0
PubMed,n2v,sg_aug,100,0.01,0.01,29.987457275390625,5,0.04109017550945282,0.0013537906343117356,1402.373779296875,0.0,1402.373779296875,287981312.0
PubMed,n2v,sg_aug,100,0.01,0.1,29.73495626449585,5,0.04336130619049072,0.0009025270701386034,6069.63134765625,0.0,6069.63134765625,54702628.0
PubMed,n2v,sg_aug,100,0.01,1.0,29.90263271331787,5,0.027856426313519478,0.0009025270701386034,22448.01171875,0.0,22448.01171875,75153032.0
PubMed,n2v,sg_aug,100,0.1,0.01,29.887529611587524,5,0.08395296335220337,0.037906136363744736,-0.0,0.0,0.0,16654562304.0
PubMed,n2v,sg_aug,100,0.1,0.1,30.03273868560791,5,0.08464551717042923,0.02888086624443531,4.267736949259415e-05,0.0,4.267736949259415e-05,15216424960.0
PubMed,n2v,sg_aug,100,0.1,1.0,29.961990118026733,5,0.0901026576757431,0.03226534277200699,7.534164615208283e-05,0.0,7.534164615208283e-05,15100517376.0
PubMed,n2v,sg_aug,100,1.0,0.01,29.778296947479248,5,0.02249203249812126,0.001805054140277207,-0.0,0.0,0.0,1248101531648.0
PubMed,n2v,sg_aug,100,1.0,0.1,29.994795322418213,5,0.01981821097433567,0.001128158881329,-0.0,0.0,0.0,1227172872192.0
PubMed,n2v,sg_aug,100,1.0,1.0,29.740748167037964,5,0.018994923681020737,0.001128158881329,-0.0,0.0,0.0,1220461461504.0
PubMed,n2v,sg_aug,1000,0.01,0.01,29.741654872894287,5,0.02541259117424488,0.0013537906343117356,73.75959777832031,0.0,73.75959777832031,3993373184.0
PubMed,n2v,sg_aug,1000,0.01,0.1,30.147027015686035,5,0.02541259117424488,0.0013537906343117356,73.75959777832031,0.0,73.75959777832031,3993373440.0
PubMed,n2v,sg_aug,1000,0.01,1.0,29.801838874816895,5,0.02541259117424488,0.0013537906343117356,73.75959777832031,0.0,73.75959777832031,3993373440.0
PubMed,n2v,sg_aug,1000,0.1,0.01,29.575024366378784,5,0.09514729678630829,0.042418770492076874,0.3559306859970093,0.0,0.3559306859970093,8708721664.0
PubMed,n2v,sg_aug,1000,0.1,0.1,29.92572855949402,5,0.09514729678630829,0.042418770492076874,0.3559306859970093,0.0,0.3559306859970093,8708721664.0
PubMed,n2v,sg_aug,1000,0.1,1.0,30.074161052703857,5,0.09514729678630829,0.042418770492076874,0.3559306859970093,0.0,0.3559306859970093,8708721664.0
PubMed,n2v,sg_aug,1000,1.0,0.01,29.618053197860718,5,0.021638475358486176,0.0009025270701386034,-0.0,0.0,0.0,443567570944.0
PubMed,n2v,sg_aug,1000,1.0,0.1,30.194985151290894,5,0.021638475358486176,0.0009025270701386034,-0.0,0.0,0.0,443567603712.0
PubMed,n2v,sg_aug,1000,1.0,1.0,29.866393089294434,5,0.021638475358486176,0.0009025270701386034,-0.0,0.0,0.0,443567570944.0
PubMed,n2v,sg_aug,1000000000,0.01,0.01,29.90095043182373,5,0.02541259117424488,0.0013537906343117356,73.75959777832031,0.0,73.75959777832031,3993373184.0
PubMed,n2v,sg_aug,1000000000,0.01,0.1,29.722885370254517,5,0.02541259117424488,0.0013537906343117356,73.75959777832031,0.0,73.75959777832031,3993373440.0
PubMed,n2v,sg_aug,1000000000,0.01,1.0,29.979897499084473,5,0.02541259117424488,0.0013537906343117356,73.75959777832031,0.0,73.75959777832031,3993373440.0
PubMed,n2v,sg_aug,1000000000,0.1,0.01,29.728851795196533,5,0.09514729678630829,0.042418770492076874,0.3559306859970093,0.0,0.3559306859970093,8708721664.0
PubMed,n2v,sg_aug,1000000000,0.1,0.1,29.652040004730225,5,0.09514729678630829,0.042418770492076874,0.3559306859970093,0.0,0.3559306859970093,8708721664.0
PubMed,n2v,sg_aug,1000000000,0.1,1.0,30.030009031295776,5,0.09514729678630829,0.042418770492076874,0.3559306859970093,0.0,0.3559306859970093,8708721664.0
PubMed,n2v,sg_aug,1000000000,1.0,0.01,29.954216718673706,5,0.021638475358486176,0.0009025270701386034,-0.0,0.0,0.0,443567570944.0
PubMed,n2v,sg_aug,1000000000,1.0,0.1,29.672407627105713,5,0.021638475358486176,0.0009025270701386034,-0.0,0.0,0.0,443567603712.0
PubMed,n2v,sg_aug,1000000000,1.0,1.0,29.969850063323975,5,0.021638475358486176,0.0009025270701386034,-0.0,0.0,0.0,443567570944.0
ogbl-collab,line,sg,10,0.01,1.0,128.6652374267578,3,0.07582156360149384,0.02388322912156582,18.17128562927246,299.58209228515625,317.7533874511719,425399744.0
ogbl-collab,line,sg,10,0.1,1.0,128.72023749351501,3,0.11322340369224548,0.11642034351825714,677.44091796875,690.7756958007812,1368.216552734375,1400767744.0
ogbl-collab,line,sg,10,1.0,1.0,128.88329553604126,3,0.036400534212589264,0.02777777798473835,449.00408935546875,759.8530883789062,1208.857177734375,29160247296.0
ogbl-collab,line,sg_aug,10,0.01,0.01,99.41921639442444,3,0.00766346137970686,0.0005658744485117495,149.07037353515625,0.0,149.07037353515625,147515872.0
ogbl-collab,line,sg_aug,10,0.01,0.1,99.71688866615295,3,0.00766346137970686,0.0005658744485117495,154.62435913085938,0.0,154.62435913085938,447835712.0
ogbl-collab,line,sg_aug,10,0.01,1.0,99.65152502059937,3,0.00766346137970686,0.0005658744485117495,155.85659790039062,0.0,155.85659790039062,1197373056.0
ogbl-collab,line,sg_aug,10,0.1,0.01,99.4061667919159,3,0.007849360816180706,0.0008987417677417397,139.75466918945312,0.0,139.75466918945312,25056303104.0
ogbl-collab,line,sg_aug,10,0.1,0.1,99.57257318496704,3,0.007840213365852833,0.0008654550183564425,150.707275390625,0.0,150.707275390625,2122878208.0
ogbl-collab,line,sg_aug,10,0.1,1.0,99.2408857345581,3,0.007813737727701664,0.0008321682689711452,153.2757110595703,0.0,153.2757110595703,220406096.0
ogbl-collab,line,sg_aug,10,1.0,0.01,99.40129208564758,3,0.008398578502237797,0.004643498919904232,-0.0,0.0,0.0,3029369094144.0
ogbl-collab,line,sg_aug,10,1.0,0.1,100.41319751739502,3,0.008331980556249619,0.004094267729669809,142.53512573242188,0.0,142.53512573242188,285497056.0
ogbl-collab,line,sg_aug,10,1.0,1.0,100.48948073387146,3,0.008244085125625134,0.0041109113954007626,139.5836181640625,0.0,139.5836181640625,0.00017304930952377617
ogbl-collab,line,sg_aug,100,0.01,0.01,101.00097274780273,3,0.00766346137970686,0.0005991611396893859,149.1619873046875,0.0,149.1619873046875,2326494720.0
ogbl-collab,line,sg_aug,100,0.01,0.1,100.56565880775452,3,0.00766346137970686,0.0005825178232043982,151.09727478027344,0.0,151.09727478027344,2326584320.0
ogbl-collab,line,sg_aug,100,0.01,1.0,100.53114891052246,3,0.00766346137970686,0.0005825178232043982,151.28309631347656,0.0,151.28309631347656,2326602496.0
ogbl-collab,line,sg_aug,100,0.1,0.01,100.9044578075409,3,0.01938437856733799,0.013514412567019463,99.60520935058594,0.0,99.60520935058594,232663973888.0
ogbl-collab,line,sg_aug,100,0.1,0.1,100.7364661693573,3,0.018773594871163368,0.012449237518012524,100.98503112792969,0.0,100.98503112792969,232663433216.0
ogbl-collab,line,sg_aug,100,0.1,1.0,101.68302750587463,3,0.01873643882572651,0.012316090986132622,102.54049682617188,0.0,102.54049682617188,232663810048.0
ogbl-collab,line,sg_aug,100,1.0,0.01,100.43326830863953,3,0.02126833237707615,0.014712735079228878,-0.0,0.0,0.0,23266320187392.0
ogbl-collab,line,sg_aug,100,1.0,0.1,100.32044744491577,3,0.0209024790674448,0.015028959140181541,-0.0,0.0,0.0,23266364227584.0
ogbl-collab,line,sg_aug,100,1.0,1.0,100.27529644966125,3,0.020682908594608307,0.014945742674171925,-0.0,0.0,0.0,23266320187392.0
ogbl-collab,line,sg_aug,1000,0.01,0.01,101.26472043991089,3,0.014525117352604866,0.0028293721843510866,114.44522094726562,0.0,114.44522094726562,113890271232.0
ogbl-collab,line,sg_aug,1000,0.01,0.1,100.96985459327698,3,0.013327375054359436,0.0023800013586878777,124.34850311279297,0.0,124.34850311279297,113907744768.0
ogbl-collab,line,sg_aug,1000,0.01,1.0,101.35258507728577,3,0.013161275535821915,0.0023800013586878777,126.1025390625,0.0,126.1025390625,113908932608.0
ogbl-collab,line,sg_aug,1000,0.1,0.01,101.40158367156982,3,0.10107237845659256,0.09465081989765167,-0.0,0.0,0.0,11390930649088.0
ogbl-collab,line,sg_aug,1000,0.1,0.1,101.00628066062927,3,0.09918259084224701,0.09330270439386368,-0.0,0.0,0.0,11391031312384.0
ogbl-collab,line,sg_aug,1000,0.1,1.0,101.32274794578552,3,0.09897349029779434,0.09305305778980255,-0.0,0.0,0.0,11391039700992.0
ogbl-collab,line,sg_aug,1000,1.0,0.01,100.9853298664093,3,0.05006948485970497,0.03871246799826622,-0.0,0.0,0.0,1139101159915520.0
ogbl-collab,line,sg_aug,1000,1.0,0.1,100.98587894439697,3,0.05005133897066116,0.0389954037964344,-0.0,0.0,0.0,1139105991753728.0
ogbl-collab,line,sg_aug,1000,1.0,1.0,101.26452946662903,3,0.04999953508377075,0.03889554366469383,-0.0,0.0,0.0,1139105723318272.0
ogbl-collab,line,sg_aug,1000000000,0.01,0.01,101.5624053478241,3,0.15519359707832336,0.10190732777118683,0.00493419636040926,0.0,0.00493419636040926,320206784.0
ogbl-collab,line,sg_aug,1000000000,0.01,0.1,101.4230637550354,3,0.15519359707832336,0.10190732777118683,0.00493419636040926,0.0,0.00493419636040926,320206784.0
ogbl-collab,line,sg_aug,1000000000,0.01,1.0,101.43201422691345,3,0.15519359707832336,0.10190732777118683,0.00493419636040926,0.0,0.00493419636040926,320206784.0
ogbl-collab,line,sg_aug,1000000000,0.1,0.01,101.37173008918762,3,0.2141878306865692,0.2213401198387146,120.6405029296875,0.0,120.6405029296875,11648746496.0
ogbl-collab,line,sg_aug,1000000000,0.1,0.1,101.70079565048218,3,0.2141878306865692,0.2213401198387146,120.6405029296875,0.0,120.6405029296875,11648746496.0
ogbl-collab,line,sg_aug,1000000000,0.1,1.0,101.48832488059998,3,0.2141878306865692,0.2213401198387146,120.6405029296875,0.0,120.6405029296875,11648746496.0
ogbl-collab,line,sg_aug,1000000000,1.0,0.01,101.7182548046112,3,0.08050642907619476,0.06557486206293106,499.6293640136719,0.0,499.6293640136719,99427868672.0
ogbl-collab,line,sg_aug,1000000000,1.0,0.1,101.59103441238403,3,0.08050642907619476,0.06557486206293106,499.6293640136719,0.0,499.6293640136719,99427868672.0
ogbl-collab,line,sg_aug,1000000000,1.0,1.0,101.52945113182068,3,0.08050642907619476,0.06557486206293106,499.6293640136719,0.0,499.6293640136719,99427868672.0
ogbl-collab,n2v,sg,10,0.01,1.0,104.50675249099731,3,0.20413276553153992,0.0008987417677417397,244516.46875,1444196.0,1688712.5,434087456.0
ogbl-collab,n2v,sg,10,0.1,1.0,103.94607591629028,3,0.44010159373283386,0.22907929122447968,194214.0625,1138008.0,1332222.0,1071370624.0
ogbl-collab,n2v,sg,10,1.0,1.0,106.47091794013977,3,0.09361712634563446,0.02749484032392502,2812747.75,23576672.0,26389420.0,4483086548992.0
ogbl-collab,n2v,sg_aug,10,0.01,0.01,98.95794463157654,3,0.0729534849524498,0.0013481125934049487,862172.3125,0.0,862172.3125,29768728.0
ogbl-collab,n2v,sg_aug,10,0.01,0.1,98.47243213653564,3,0.007843093946576118,0.0005658744485117495,3303414.5,0.0,3303414.5,912526.5625
ogbl-collab,n2v,sg_aug,10,0.01,1.0,98.50839972496033,3,0.00766346137970686,0.0005658744485117495,5036507.0,0.0,5036507.0,17614.494140625
ogbl-collab,n2v,sg_aug,10,0.1,0.01,98.75759482383728,3,0.16173429787158966,0.016593435779213905,622728.4375,0.0,622728.4375,131770888.0
ogbl-collab,n2v,sg_aug,10,0.1,0.1,101.68380904197693,3,0.03915315493941307,0.004327274858951569,2014887.125,0.0,2014887.125,99312712.0
ogbl-collab,n2v,sg_aug,10,0.1,1.0,99.7091715335846,3,0.023727137595415115,0.003112309379503131,2803719.0,0.0,2803719.0,78852704.0
ogbl-collab,n2v,sg_aug,10,1.0,0.01,99.78122067451477,3,0.262530654668808,0.12459223717451096,4091454.0,0.0,4091454.0,12007383040.0
ogbl-collab,n2v,sg_aug,10,1.0,0.1,97.7178897857666,3,0.2207961529493332,0.11447306722402573,5756357.0,0.0,5756357.0,7018326528.0
ogbl-collab,n2v,sg_aug,10,1.0,1.0,100.20953440666199,3,0.21363548934459686,0.1111111119389534,6149561.0,0.0,6149561.0,5247430144.0
ogbl-collab,n2v,sg_aug,100,0.01,0.01,96.90308713912964,3,0.07525169104337692,0.002513148123398423,797401.25,0.0,797401.25,4601651712.0
ogbl-collab,n2v,sg_aug,100,0.01,0.1,96.95456218719482,3,0.01939421333372593,0.0005658744485117495,1684172.375,0.0,1684172.375,5480020992.0
ogbl-collab,n2v,sg_aug,100,0.01,1.0,96.1053614616394,3,0.012781389988958836,0.0005658744485117495,2093498.25,0.0,2093498.25,6904525824.0
ogbl-collab,n2v,sg_aug,100,0.1,0.01,98.33884406089783,3,0.1902797520160675,0.06262898445129395,6397.50390625,0.0,6397.50390625,1004002410496.0
ogbl-collab,n2v,sg_aug,100,0.1,0.1,97.113840341568,3,0.184076189994812,0.05820184946060181,8047.615234375,0.0,8047.615234375,972802883584.0
ogbl-collab,n2v,sg_aug,100,0.1,1.0,99.40232133865356,3,0.18362323939800262,0.05788562446832657,8152.02099609375,0.0,8152.02099609375,971067097088.0
ogbl-collab,n2v,sg_aug,100,1.0,0.01,96.93544292449951,3,0.0715751051902771,0.005741961300373077,5281.1962890625,0.0,5281.1962890625,88560875077632.0
ogbl-collab,n2v,sg_aug,100,1.0,0.1,100.99679231643677,3,0.07105457782745361,0.00554224057123065,5450.0810546875,0.0,5450.0810546875,88263935131648.0
ogbl-collab,n2v,sg_aug,100,1.0,1.0,100.84276461601257,3,0.07099450379610062,0.005525597371160984,5454.1982421875,0.0,5454.1982421875,88259354951680.0
ogbl-collab,n2v,sg_aug,1000,0.01,0.01,96.38767170906067,3,0.049840595573186874,0.0025297915562987328,45005.84375,0.0,45005.84375,465217191936.0
ogbl-collab,n2v,sg_aug,1000,0.01,0.1,93.75002241134644,3,0.049840595573186874,0.0025297915562987328,45005.84375,0.0,45005.84375,465217191936.0
ogbl-collab,n2v,sg_aug,1000,0.01,1.0,93.39297986030579,3,0.049840595573186874,0.0025297915562987328,45005.84375,0.0,45005.84375,465217191936.0
ogbl-collab,n2v,sg_aug,1000,0.1,0.01,93.18749833106995,3,0.1668955683708191,0.04312296211719513,183.4645233154297,0.0,183.4645233154297,1461343092736.0
ogbl-collab,n2v,sg_aug,1000,0.1,0.1,96.53556156158447,3,0.1668955683708191,0.04312296211719513,183.4645233154297,0.0,183.4645233154297,1461343223808.0
ogbl-collab,n2v,sg_aug,1000,0.1,1.0,99.44812393188477,3,0.1668955683708191,0.04312296211719513,183.4645233154297,0.0,183.4645233154297,1461343092736.0
