Graph,Model,Loss Function,n_negative,Learning Rate,lambda,Duration,Steps,metrics/MRR,metrics/Hits_50,Loss/positive_loss,Loss/negative_loss,Loss/total_loss,Loss/dimension_regularization
CiteSeer,n2v,sg_aug,1000,1.0,1.0,7.466437578201294,5,0.0941174253821373,0.030769232660531998,81551.265625,0.0,81551.265625,1545154432.0
CiteSeer,n2v,sg_aug,1000000000,0.01,0.01,7.143779754638672,5,0.014222473837435246,0.002197802299633622,66491.125,0.0,66491.125,6383493.5
CiteSeer,n2v,sg_aug,1000000000,0.01,0.1,7.230763673782349,5,0.014222473837435246,0.002197802299633622,66491.125,0.0,66491.125,6383493.5
CiteSeer,n2v,sg_aug,1000000000,0.01,1.0,7.164505243301392,5,0.014222473837435246,0.002197802299633622,66491.125,0.0,66491.125,6383493.5
CiteSeer,n2v,sg_aug,1000000000,0.1,0.01,7.139747142791748,5,0.09937194734811783,0.021978022530674934,327.72589111328125,0.0,327.72589111328125,43804408.0
CiteSeer,n2v,sg_aug,1000000000,0.1,0.1,7.129199981689453,5,0.09937194734811783,0.021978022530674934,327.72589111328125,0.0,327.72589111328125,43804408.0
CiteSeer,n2v,sg_aug,1000000000,0.1,1.0,7.123692989349365,5,0.09937194734811783,0.021978022530674934,327.72589111328125,0.0,327.72589111328125,43804408.0
CiteSeer,n2v,sg_aug,1000000000,1.0,0.01,7.1911845207214355,5,0.0941174253821373,0.030769232660531998,81551.265625,0.0,81551.265625,1545154432.0
CiteSeer,n2v,sg_aug,1000000000,1.0,0.1,7.366328477859497,5,0.0941174253821373,0.030769232660531998,81551.265625,0.0,81551.265625,1545154432.0
CiteSeer,n2v,sg_aug,1000000000,1.0,1.0,7.110841751098633,5,0.0941174253821373,0.030769232660531998,81551.265625,0.0,81551.265625,1545154432.0
Cora,line,sg,10,0.01,1.0,36.41744375228882,5,0.007993939332664013,0.0,0.00018335558706894517,5.469754695892334,5.469938278198242,271703.46875
Cora,line,sg,10,0.1,1.0,36.59803771972656,5,0.031249811872839928,0.005692599341273308,-0.0,34.53877639770508,34.53877639770508,3188023.0
Cora,line,sg,10,1.0,1.0,36.464115381240845,5,0.017918815836310387,0.011385198682546616,-0.0,69.07755279541016,69.07755279541016,184926352.0
Cora,line,sg_aug,10,0.01,0.01,0.7819340229034424,2,0.007186488714069128,0.0,18.61931800842285,0.0,18.61931800842285,506713.09375
Cora,line,sg_aug,10,0.01,0.01,29.909721851348877,5,0.007186488714069128,0.0,0.005425592418760061,0.0,0.005425592418760061,5705.365234375
Cora,line,sg_aug,10,0.01,0.1,0.7824082374572754,2,0.007186488714069128,0.0,18.61931800842285,0.0,18.61931800842285,506713.09375
Cora,line,sg_aug,10,0.01,0.1,29.80465817451477,5,0.007186488714069128,0.0,0.33698487281799316,0.0,0.33698487281799316,5297.294921875
Cora,line,sg_aug,10,0.01,1.0,0.7903752326965332,2,0.007186488714069128,0.0,18.61931800842285,0.0,18.61931800842285,506713.09375
Cora,line,sg_aug,10,0.01,1.0,29.91918182373047,5,0.007186488714069128,0.0,7.422634601593018,0.0,7.422634601593018,1449.311767578125
Cora,line,sg_aug,10,0.1,0.01,0.8281571865081787,2,0.0419129952788353,0.0,34.53877639770508,0.0,34.53877639770508,4202919.5
Cora,line,sg_aug,10,0.1,0.01,29.928937673568726,5,0.007186488714069128,0.0,0.0030669113621115685,0.0,0.0030669113621115685,271760.75
Cora,line,sg_aug,10,0.1,0.1,0.809112548828125,2,0.0419129952788353,0.0,34.53877639770508,0.0,34.53877639770508,4202919.5
Cora,line,sg_aug,10,0.1,0.1,29.87502098083496,5,0.007186488714069128,0.0,0.40857094526290894,0.0,0.40857094526290894,350366.3125
Cora,line,sg_aug,10,0.1,1.0,0.7901818752288818,2,0.0419129952788353,0.0,34.53877639770508,0.0,34.53877639770508,4202919.5
Cora,line,sg_aug,10,0.1,1.0,30.094334602355957,5,0.007186488714069128,0.0,7.132343292236328,0.0,7.132343292236328,455033.5
Cora,line,sg_aug,10,1.0,0.01,0.7910964488983154,2,0.04793235659599304,0.013282732106745243,69.07755279541016,0.0,69.07755279541016,130795376.0
Cora,line,sg_aug,10,1.0,0.01,30.05308723449707,5,0.007186488714069128,0.0,0.00036758978967554867,0.0,0.00036758978967554867,9874298.0
Cora,line,sg_aug,10,1.0,0.1,0.7844057083129883,2,0.04793235659599304,0.013282732106745243,69.07755279541016,0.0,69.07755279541016,130795392.0
Cora,line,sg_aug,10,1.0,0.1,29.9903404712677,5,0.007186488714069128,0.0,0.0014425365952774882,0.0,0.0014425365952774882,108523048.0
Cora,line,sg_aug,10,1.0,1.0,0.8057866096496582,2,0.04793235659599304,0.013282732106745243,69.07755279541016,0.0,69.07755279541016,130795384.0
Cora,line,sg_aug,10,1.0,1.0,29.986056566238403,5,0.007186488714069128,0.0,5.3773417472839355,0.0,5.3773417472839355,3502648.0
Cora,line,sg_aug,100,0.01,0.01,0.8013124465942383,2,0.007186488714069128,0.0,18.61931800842285,0.0,18.61931800842285,506713.09375
Cora,line,sg_aug,100,0.01,0.01,29.952877044677734,5,0.007186488714069128,0.0,0.014279507100582123,0.0,0.014279507100582123,2193465.25
Cora,line,sg_aug,100,0.01,0.1,0.7874674797058105,2,0.007186488714069128,0.0,18.61931800842285,0.0,18.61931800842285,506713.09375
Cora,line,sg_aug,100,0.01,0.1,29.935057878494263,5,0.007186488714069128,0.0,2.089146137237549,0.0,2.089146137237549,2193765.0
Cora,line,sg_aug,100,0.01,1.0,0.7975461483001709,2,0.007186488714069128,0.0,18.61931800842285,0.0,18.61931800842285,506713.09375
Cora,line,sg_aug,100,0.01,1.0,29.846531629562378,5,0.007186488714069128,0.0,7.440489292144775,0.0,7.440489292144775,2193567.0
Cora,line,sg_aug,100,0.1,0.01,0.7968926429748535,2,0.0419129952788353,0.0,34.53877639770508,0.0,34.53877639770508,4202919.5
Cora,line,sg_aug,100,0.1,0.01,29.880128622055054,5,0.010289616882801056,0.0,-0.0,0.0,0.0,219352704.0
Cora,line,sg_aug,100,0.1,0.1,0.802208423614502,2,0.0419129952788353,0.0,34.53877639770508,0.0,34.53877639770508,4202919.5
Cora,line,sg_aug,100,0.1,0.1,29.963436126708984,5,0.010288998484611511,0.0018975331913679838,-0.0,0.0,0.0,219342544.0
Cora,line,sg_aug,100,0.1,1.0,0.8024849891662598,2,0.0419129952788353,0.0,34.53877639770508,0.0,34.53877639770508,4202919.5
Cora,line,sg_aug,100,0.1,1.0,30.238415241241455,5,0.010396409779787064,0.0018975331913679838,-0.0,0.0,0.0,219334448.0
Cora,line,sg_aug,100,1.0,0.01,0.7830555438995361,2,0.04793235659599304,0.013282732106745243,69.07755279541016,0.0,69.07755279541016,130795376.0
Cora,line,sg_aug,100,1.0,0.01,30.08296036720276,5,0.011606748215854168,0.0037950663827359676,-0.0,0.0,0.0,21933281280.0
Cora,line,sg_aug,100,1.0,0.1,0.8021602630615234,2,0.04793235659599304,0.013282732106745243,69.07755279541016,0.0,69.07755279541016,130795392.0
Cora,line,sg_aug,100,1.0,0.1,29.984611988067627,5,0.015281700529158115,0.009487666189670563,-0.0,0.0,0.0,21932255232.0
Cora,line,sg_aug,100,1.0,1.0,0.8085708618164062,2,0.04793235659599304,0.013282732106745243,69.07755279541016,0.0,69.07755279541016,130795384.0
Cora,line,sg_aug,100,1.0,1.0,30.064418077468872,5,0.015066212974488735,0.009487666189670563,-0.0,0.0,0.0,21932183552.0
Cora,line,sg_aug,1000,0.01,0.01,0.7962801456451416,2,0.007186488714069128,0.0,18.61931800842285,0.0,18.61931800842285,506713.09375
Cora,line,sg_aug,1000,0.01,0.01,30.274502515792847,5,0.008300086483359337,0.0,8.583106136939023e-06,0.0,8.583106136939023e-06,12780473.0
Cora,line,sg_aug,1000,0.01,0.1,0.7910237312316895,2,0.007186488714069128,0.0,18.61931800842285,0.0,18.61931800842285,506713.09375
Cora,line,sg_aug,1000,0.01,0.1,30.583705186843872,5,0.008096187375485897,0.0018975331913679838,2.6703237381298095e-05,0.0,2.6703237381298095e-05,12802067.0
Cora,line,sg_aug,1000,0.01,1.0,0.7989568710327148,2,0.007186488714069128,0.0,18.61931800842285,0.0,18.61931800842285,506713.09375
Cora,line,sg_aug,1000,0.01,1.0,30.292173385620117,5,0.0076791029423475266,0.0018975331913679838,5.269189568934962e-05,0.0,5.269189568934962e-05,12796595.0
Cora,line,sg_aug,1000,0.1,0.01,0.7921667098999023,2,0.0419129952788353,0.0,34.53877639770508,0.0,34.53877639770508,4202919.5
Cora,line,sg_aug,1000,0.1,0.01,30.62533736228943,5,0.042774930596351624,0.03036053106188774,-0.0,0.0,0.0,1279135488.0
Cora,line,sg_aug,1000,0.1,0.1,0.8019640445709229,2,0.0419129952788353,0.0,34.53877639770508,0.0,34.53877639770508,4202919.5
Cora,line,sg_aug,1000,0.1,0.1,30.311569690704346,5,0.045799631625413895,0.028462998569011688,-0.0,0.0,0.0,1280642560.0
Cora,line,sg_aug,1000,0.1,1.0,0.7893528938293457,2,0.0419129952788353,0.0,34.53877639770508,0.0,34.53877639770508,4202919.5
Cora,line,sg_aug,1000,0.1,1.0,30.183509349822998,5,0.047365184873342514,0.026565464213490486,-0.0,0.0,0.0,1280915200.0
Cora,line,sg_aug,1000,1.0,0.01,0.791149377822876,2,0.04793235659599304,0.013282732106745243,69.07755279541016,0.0,69.07755279541016,130795376.0
Cora,line,sg_aug,1000,1.0,0.01,30.341543197631836,5,0.020367253571748734,0.01518026553094387,-0.0,0.0,0.0,128102629376.0
Cora,line,sg_aug,1000,1.0,0.1,0.785515546798706,2,0.04793235659599304,0.013282732106745243,69.07755279541016,0.0,69.07755279541016,130795392.0
Cora,line,sg_aug,1000,1.0,0.1,30.131818056106567,5,0.0216725654900074,0.01518026553094387,-0.0,0.0,0.0,128205553664.0
Cora,line,sg_aug,1000,1.0,1.0,0.7894034385681152,2,0.04793235659599304,0.013282732106745243,69.07755279541016,0.0,69.07755279541016,130795384.0
Cora,line,sg_aug,1000,1.0,1.0,30.219087839126587,5,0.020975233986973763,0.01518026553094387,-0.0,0.0,0.0,128219406336.0
Cora,line,sg_aug,1000000000,0.01,0.01,30.71896505355835,5,0.00954750832170248,0.0018975331913679838,7.152560215217818e-07,0.0,7.152560215217818e-07,914058.3125
Cora,line,sg_aug,1000000000,0.01,0.1,30.63454818725586,5,0.00954750832170248,0.0018975331913679838,7.152560215217818e-07,0.0,7.152560215217818e-07,914058.375
Cora,line,sg_aug,1000000000,0.01,1.0,30.592037439346313,5,0.00954750832170248,0.0018975331913679838,7.152560215217818e-07,0.0,7.152560215217818e-07,914058.3125
Cora,line,sg_aug,1000000000,0.1,0.01,30.722275018692017,5,0.07278016954660416,0.013282732106745243,-0.0,0.0,0.0,32820792.0
Cora,line,sg_aug,1000000000,0.1,0.1,30.831584930419922,5,0.07278016954660416,0.013282732106745243,-0.0,0.0,0.0,32820792.0
Cora,line,sg_aug,1000000000,0.1,1.0,30.680529594421387,5,0.07278016954660416,0.013282732106745243,-0.0,0.0,0.0,32820792.0
Cora,line,sg_aug,1000000000,1.0,0.01,30.808890342712402,5,0.023795736953616142,0.009487666189670563,-0.0,0.0,0.0,399963744.0
Cora,line,sg_aug,1000000000,1.0,0.1,30.717798233032227,5,0.023795736953616142,0.009487666189670563,-0.0,0.0,0.0,399963744.0
Cora,line,sg_aug,1000000000,1.0,1.0,30.80884099006653,5,0.023795736953616142,0.009487666189670563,-0.0,0.0,0.0,399963744.0
Cora,n2v,sg,10,0.01,1.0,6.732784986495972,5,0.011257884092628956,0.0,74118.859375,377400.46875,451519.3125,41120.24609375
Cora,n2v,sg,10,0.1,1.0,7.041666746139526,5,0.13751214742660522,0.02087286487221718,19772.76953125,119771.828125,139544.59375,84695.2109375
Cora,n2v,sg,10,1.0,1.0,6.95077109336853,5,0.06356401741504669,0.0018975331913679838,220432.765625,1603153.0,1823585.75,421730432.0
Cora,n2v,sg_aug,10,0.01,0.01,1.8682119846343994,2,0.007231840863823891,0.0,288651.0,0.0,288651.0,1336398.125
Cora,n2v,sg_aug,10,0.01,0.01,6.234172821044922,5,0.016472477465867996,0.0,41823.03515625,0.0,41823.03515625,12014485.0
Cora,n2v,sg_aug,10,0.01,0.1,1.7993388175964355,2,0.007231840863823891,0.0,288651.0,0.0,288651.0,1336398.125
Cora,n2v,sg_aug,10,0.01,0.1,6.213472366333008,5,0.01578453555703163,0.0,58608.796875,0.0,58608.796875,4618426.5
Cora,n2v,sg_aug,10,0.01,1.0,1.9108107089996338,2,0.007231840863823891,0.0,288651.0,0.0,288651.0,1336398.125
Cora,n2v,sg_aug,10,0.01,1.0,6.38916015625,5,0.013812997378408909,0.0,96903.796875,0.0,96903.796875,42804.171875
Cora,n2v,sg_aug,10,0.1,0.01,1.877472162246704,2,0.10499975085258484,0.007590132765471935,1431.288818359375,0.0,1431.288818359375,96347488.0
Cora,n2v,sg_aug,10,0.1,0.01,6.097002029418945,5,0.11408614367246628,0.009487666189670563,562.870849609375,0.0,562.870849609375,2810288.75
Cora,n2v,sg_aug,10,0.1,0.1,1.7522730827331543,2,0.10499975085258484,0.007590132765471935,1431.288818359375,0.0,1431.288818359375,96347488.0
Cora,n2v,sg_aug,10,0.1,0.1,6.5923333168029785,5,0.10725893080234528,0.02087286487221718,2037.100341796875,0.0,2037.100341796875,235277.34375
Cora,n2v,sg_aug,10,0.1,1.0,1.784632682800293,2,0.10499975085258484,0.007590132765471935,1431.288818359375,0.0,1431.288818359375,96347488.0
Cora,n2v,sg_aug,10,0.1,1.0,6.440666198730469,5,0.0902504250407219,0.028462998569011688,19074.564453125,0.0,19074.564453125,142971.125
Cora,n2v,sg_aug,10,1.0,0.01,1.809363842010498,2,0.07609713077545166,0.005692599341273308,1055.2188720703125,0.0,1055.2188720703125,3846111744.0
Cora,n2v,sg_aug,10,1.0,0.01,6.307161808013916,5,0.09312479197978973,0.018975332379341125,13091.953125,0.0,13091.953125,17436594.0
Cora,n2v,sg_aug,10,1.0,0.1,1.8304729461669922,2,0.07609713077545166,0.005692599341273308,1055.2188720703125,0.0,1055.2188720703125,3846111744.0
Cora,n2v,sg_aug,10,1.0,0.1,6.328099012374878,5,0.09700530022382736,0.032258063554763794,55261.69921875,0.0,55261.69921875,7898815.5
Cora,n2v,sg_aug,10,1.0,1.0,1.7935056686401367,2,0.07609713077545166,0.005692599341273308,1055.2188720703125,0.0,1055.2188720703125,3846111744.0
Cora,n2v,sg_aug,10,1.0,1.0,6.274784803390503,5,0.08984088152647018,0.03036053106188774,142085.796875,0.0,142085.796875,6331441.5
Cora,n2v,sg_aug,100,0.01,0.01,1.8849389553070068,2,0.007231840863823891,0.0,288651.0,0.0,288651.0,1336398.125
Cora,n2v,sg_aug,100,0.01,0.01,6.389246225357056,5,0.01591365411877632,0.0,33896.96484375,0.0,33896.96484375,21280670.0
Cora,n2v,sg_aug,100,0.01,0.1,1.873157262802124,2,0.007231840863823891,0.0,288651.0,0.0,288651.0,1336398.125
Cora,n2v,sg_aug,100,0.01,0.1,6.382035493850708,5,0.01591365411877632,0.0,33896.96484375,0.0,33896.96484375,21280670.0
Cora,n2v,sg_aug,100,0.01,1.0,1.8278143405914307,2,0.007231840863823891,0.0,288651.0,0.0,288651.0,1336398.125
Cora,n2v,sg_aug,100,0.01,1.0,6.190741539001465,5,0.01591365411877632,0.0,33896.96484375,0.0,33896.96484375,21280670.0
Cora,n2v,sg_aug,100,0.1,0.01,1.8514213562011719,2,0.10499975085258484,0.007590132765471935,1431.288818359375,0.0,1431.288818359375,96347488.0
Cora,n2v,sg_aug,100,0.1,0.01,6.191571950912476,5,0.10624147206544876,0.007590132765471935,13.841339111328125,0.0,13.841339111328125,174224784.0
Cora,n2v,sg_aug,100,0.1,0.1,1.8351800441741943,2,0.10499975085258484,0.007590132765471935,1431.288818359375,0.0,1431.288818359375,96347488.0
Cora,n2v,sg_aug,100,0.1,0.1,6.439026355743408,5,0.10624147206544876,0.007590132765471935,13.841339111328125,0.0,13.841339111328125,174224784.0
Cora,n2v,sg_aug,100,0.1,1.0,1.8710784912109375,2,0.10499975085258484,0.007590132765471935,1431.288818359375,0.0,1431.288818359375,96347488.0
Cora,n2v,sg_aug,100,0.1,1.0,6.350784063339233,5,0.10624147206544876,0.007590132765471935,13.841339111328125,0.0,13.841339111328125,174224784.0
Cora,n2v,sg_aug,100,1.0,0.01,1.9085125923156738,2,0.07609713077545166,0.005692599341273308,1055.2188720703125,0.0,1055.2188720703125,3846111744.0
Cora,n2v,sg_aug,100,1.0,0.01,6.53943395614624,5,0.0774308368563652,0.013282732106745243,34.53877639770508,0.0,34.53877639770508,5630195200.0
