Graph,Model,Loss Function,n_negative,Learning Rate,lambda,Duration,Steps,Loss/positive_loss,Loss/negative_loss,Loss/total_loss,Loss/dimension_regularization,GPU_usage/memory__bytes_,metrics/valid/AUC_ROC,metrics/valid/AUC_ROC max,metrics/valid/AUC_ROC max epoch,metrics/valid/MRR,metrics/valid/MRR max,metrics/valid/MRR max epoch,metrics/valid/Hits_50,metrics/valid/Hits_50 max,metrics/valid/Hits_50 max epoch,metrics/test/AUC_ROC,metrics/test/AUC_ROC max,metrics/test/AUC_ROC max epoch,metrics/test/MRR,metrics/test/MRR max,metrics/test/MRR max epoch,metrics/test/Hits_50,metrics/test/Hits_50 max,metrics/test/Hits_50 max epoch
SBM-0.2-0.004,n2v,sg_aug,10,0.1,0.1,140,25,24544.126953125,0.0,24544.126953125,11545469.0,2083075584.0,0.7663818001747131,0.7682,16,0.012043516151607037,0.0123,2,0.0003432550292927772,0.0005,24,0.763853907585144,0.7669,16,0.012196171097457409,0.0124,15,0.00024517616839148104,0.0007,22
SBM-0.2-0.004,n2v,sg_aug,10,0.1,0.1,141,25,24544.126953125,0.0,24544.126953125,11545469.0,2083075584.0,0.7661222219467163,0.7677,17,0.012043516151607037,0.0123,2,0.0003432550292927772,0.0005,24,0.7666842341423035,0.7677,19,0.012196171097457409,0.0124,15,0.00024517616839148104,0.0007,22
SBM-0.2-0.004,n2v,sg_aug,10,0.1,0.1,146,25,24544.126953125,0.0,24544.126953125,11545469.0,2083075584.0,0.770351231098175,0.7709,19,0.012043516151607037,0.0123,2,0.0003432550292927772,0.0005,24,0.7667433023452759,0.7696,19,0.012196171097457409,0.0124,15,0.00024517616839148104,0.0007,22
SBM-0.2-0.008,n2v,sg_aug,10,0.1,0.1,139,25,24544.126953125,0.0,24544.126953125,11545469.0,2083075584.0,0.7714332342147827,0.7724,24,0.012043516151607037,0.0123,2,0.0003432550292927772,0.0005,24,0.7664836049079895,0.7693,19,0.012196171097457409,0.0124,15,0.00024517616839148104,0.0007,22
SBM-0.2-0.008,n2v,sg_aug,10,0.1,0.1,145,25,24544.126953125,0.0,24544.126953125,11545469.0,2083075584.0,0.7680557370185852,0.7690,24,0.012043516151607037,0.0123,2,0.0003432550292927772,0.0005,24,0.7687080502510071,0.7707,23,0.012196171097457409,0.0124,15,0.00024517616839148104,0.0007,22
SBM-0.2-0.012,n2v,sg_aug,10,0.1,0.1,140,25,24544.126953125,0.0,24544.126953125,11545469.0,2083075584.0,0.7715399861335754,0.7717,19,0.012043516151607037,0.0123,2,0.0003432550292927772,0.0005,24,0.7647333741188049,0.7687,19,0.012196171097457409,0.0124,15,0.00024517616839148104,0.0007,22
SBM-0.2-0.012,n2v,sg_aug,10,0.1,0.1,147,25,24544.126953125,0.0,24544.126953125,11545469.0,2083075584.0,0.7666641473770142,0.7667,25,0.012043516151607037,0.0123,2,0.0003432550292927772,0.0005,24,0.7670041918754578,0.7699,19,0.012196171097457409,0.0124,15,0.00024517616839148104,0.0007,22
SBM-0.2-0.016,n2v,sg_aug,10,0.1,0.1,141,25,24544.126953125,0.0,24544.126953125,11545469.0,2083075584.0,0.7682663202285767,0.7687,16,0.012043516151607037,0.0123,2,0.0003432550292927772,0.0005,24,0.7667980790138245,0.7697,16,0.012196171097457409,0.0124,15,0.00024517616839148104,0.0007,22
SBM-0.2-0.016,n2v,sg_aug,10,0.1,0.1,146,25,24544.126953125,0.0,24544.126953125,11545469.0,2083075584.0,0.7651882767677307,0.7652,19,0.012043516151607037,0.0123,2,0.0003432550292927772,0.0005,24,0.7658762335777283,0.7675,23,0.012196171097457409,0.0124,15,0.00024517616839148104,0.0007,22
SBM-0.2-0.02,n2v,sg_aug,10,0.1,0.1,141,25,24544.126953125,0.0,24544.126953125,11545469.0,2083075584.0,0.7709174752235413,0.7714,19,0.012043516151607037,0.0123,2,0.0003432550292927772,0.0005,24,0.7666561603546143,0.7697,19,0.012196171097457409,0.0124,15,0.00024517616839148104,0.0007,22
