Graph,Model,Loss Function,n_negative,Learning Rate,lambda,Duration,Steps,Loss/positive_loss,Loss/negative_loss,Loss/total_loss,Loss/dimension_regularization,GPU_usage/memory__bytes_,metrics/valid/AUC_ROC,metrics/valid/AUC_ROC max,metrics/valid/AUC_ROC max epoch,metrics/valid/MRR,metrics/valid/MRR max,metrics/valid/MRR max epoch,metrics/valid/Hits_50,metrics/valid/Hits_50 max,metrics/valid/Hits_50 max epoch,metrics/test/AUC_ROC,metrics/test/AUC_ROC max,metrics/test/AUC_ROC max epoch,metrics/test/MRR,metrics/test/MRR max,metrics/test/MRR max epoch,metrics/test/Hits_50,metrics/test/Hits_50 max,metrics/test/Hits_50 max epoch,metrics/AUC_ROC,metrics/AUC_ROC max,metrics/AUC_ROC max epoch,metrics/MRR,metrics/MRR max,metrics/MRR max epoch,metrics/Hits_50,metrics/Hits_50 max,metrics/Hits_50 max epoch
SBM-0.2-0.16,n2v,sg,10,0.1,1.0,179,26,429977.875,435264.25,865242.125,28558.513671875,,,,,,,,,,,,,,,,,,,,0.5050866603851318,0.5051,26,0.006502664647996426,0.0072,3,0.0,0.0001,4
SBM-0.2-0.16,n2v,sg_aug,10,0.1,0.1,176,26,28884.0703125,0.0,28884.0703125,12244749.0,,,,,,,,,,,,,,,,,,,,0.4999188482761383,0.5007,18,0.0065695722587406635,0.0069,1,0.0002777546178549528,0.0003,26
SBM-0.2-0.16,n2v,sg_aug,1000000,0.1,0.1,176,26,-0.0,0.0,0.0,389129248.0,,,,,,,,,,,,,,,,,,,,0.49847671389579773,0.5002,1,0.0067975278943777084,0.0069,1,0.00022220370010472834,0.0002,17
SBM-0.2-0.18,n2v,sg,-1,0.1,1.0,265,,431438.6875,433196.40625,864635.125,8009.5234375,11368257536.0,0.5023911595344543,0.5047,22,0.006187813356518745,0.0072,1,8.332639117725194e-05,0.0001,25,0.500403642654419,0.5057,9,0.0062021478079259396,0.0071,2,0.0,0.0001,3,,,,,,,,,
SBM-0.2-0.18,n2v,sg,10,0.1,1.0,180,26,429977.875,435264.25,865242.125,28558.513671875,,,,,,,,,,,,,,,,,,,,0.5023028254508972,0.5031,12,0.006502664647996426,0.0072,3,0.0,0.0001,4
SBM-0.2-0.18,n2v,sg_aug,10,0.1,0.1,176,26,28884.0703125,0.0,28884.0703125,12244749.0,,,,,,,,,,,,,,,,,,,,0.49914664030075073,0.5008,1,0.0065695722587406635,0.0069,1,0.0002777546178549528,0.0003,26
SBM-0.2-0.18,n2v,sg_aug,1000000,0.1,0.1,176,26,-0.0,0.0,0.0,389129248.0,,,,,,,,,,,,,,,,,,,,0.4988783001899719,0.4996,1,0.0067975278943777084,0.0069,1,0.00022220370010472834,0.0002,17
SBM-0.2-0.2,n2v,sg,-1,0.1,1.0,265,,431438.6875,433196.40625,864635.125,8009.5234375,11368257536.0,0.49995046854019165,0.5059,22,0.006187813356518745,0.0072,1,8.332639117725194e-05,0.0001,25,0.4980793595314026,0.5044,16,0.0062021478079259396,0.0071,2,0.0,0.0001,3,,,,,,,,,
SBM-0.2-0.2,n2v,sg,10,0.1,1.0,179,26,429977.875,435264.25,865242.125,28558.513671875,,,,,,,,,,,,,,,,,,,,0.5044177770614624,0.5046,23,0.006502664647996426,0.0072,3,0.0,0.0001,4
SBM-0.2-0.2,n2v,sg_aug,10,0.1,0.1,178,26,28884.0703125,0.0,28884.0703125,12244749.0,,,,,,,,,,,,,,,,,,,,0.4985213279724121,0.5017,1,0.0065695722587406635,0.0069,1,0.0002777546178549528,0.0003,26
SBM-0.2-0.2,n2v,sg_aug,1000000,0.1,0.1,178,26,-0.0,0.0,0.0,389129248.0,,,,,,,,,,,,,,,,,,,,0.49929797649383545,0.4995,1,0.0067975278943777084,0.0069,1,0.00022220370010472834,0.0002,17
