Graph,Model,Loss Function,n_negative,Learning Rate,lambda,Duration,Steps,Loss/positive_loss,Loss/negative_loss,Loss/total_loss,Loss/dimension_regularization,GPU_usage/memory__bytes_,metrics/valid/AUC_ROC,metrics/valid/AUC_ROC max,metrics/valid/AUC_ROC max epoch,metrics/valid/MRR,metrics/valid/MRR max,metrics/valid/MRR max epoch,metrics/valid/Hits_50,metrics/valid/Hits_50 max,metrics/valid/Hits_50 max epoch,metrics/test/AUC_ROC,metrics/test/AUC_ROC max,metrics/test/AUC_ROC max epoch,metrics/test/MRR,metrics/test/MRR max,metrics/test/MRR max epoch,metrics/test/Hits_50,metrics/test/Hits_50 max,metrics/test/Hits_50 max epoch
SBM-0.2-0.032,line,sg,10,0.1,1.0,106,,69.07755279541016,1174.318359375,1243.3958740234375,236875824.0,13862400.0,0.7644367814064026,0.7644,10,0.01019254606217146,0.0102,10,0.0,0.0001,4,0.7633488774299622,0.7633,10,0.010113521479070187,0.0101,9,0.0,0.0000,7
SBM-0.2-0.032,line,sg_aug,10,0.1,0.1,96,,1277.934814453125,0.0,1277.934814453125,9405313.0,13728256.0,0.4980863332748413,0.4984,1,0.007091346196830273,0.0073,8,0.0,0.0002,4,0.5008993148803711,0.5012,5,0.007066131569445133,0.0071,3,4.9035232223104686e-05,0.0001,9
SBM-0.2-0.032,line,sg_aug,1000000000,0.1,0.1,95,,69.07755279541016,0.0,69.07755279541016,4849487872.0,13728256.0,0.6938076615333557,0.6938,10,0.008839230984449387,0.0088,10,0.0,0.0000,7,0.6912330985069275,0.6912,10,0.008714860305190086,0.0088,7,0.0,0.0000,9
SBM-0.2-0.036,line,sg,-1,0.1,1.0,104,,379.9265441894531,1141.6292724609375,1521.5557861328125,32779064.0,14132736.0,0.7702581286430359,0.7703,10,0.01016908884048462,0.0102,10,0.0,0.0001,7,0.7642552256584167,0.7643,10,0.010130573064088821,0.0101,10,2.4517616111552343e-05,0.0000,7
SBM-0.2-0.036,line,sg,10,0.1,1.0,101,,69.07755279541016,1174.318359375,1243.3958740234375,236875824.0,13862400.0,0.7592287659645081,0.7592,10,0.01019254606217146,0.0102,10,0.0,0.0001,4,0.76271653175354,0.7627,10,0.010113521479070187,0.0101,9,0.0,0.0000,7
SBM-0.2-0.036,line,sg_aug,10,0.1,0.1,95,,1277.934814453125,0.0,1277.934814453125,9405313.0,13728256.0,0.5008760690689087,0.5011,3,0.007091346196830273,0.0073,8,0.0,0.0002,4,0.5007827877998352,0.5010,5,0.007066131569445133,0.0071,3,4.9035232223104686e-05,0.0001,9
SBM-0.2-0.036,line,sg_aug,1000000000,0.1,0.1,93,,69.07755279541016,0.0,69.07755279541016,4849487872.0,13728256.0,0.6923189163208008,0.6923,10,0.008839230984449387,0.0088,10,0.0,0.0000,7,0.6885677576065063,0.6886,10,0.008714860305190086,0.0088,7,0.0,0.0000,9
SBM-0.2-0.04,line,sg,-1,0.1,1.0,105,,379.9265441894531,1141.6292724609375,1521.5557861328125,32779064.0,14132736.0,0.7591921091079712,0.7601,9,0.01016908884048462,0.0102,10,0.0,0.0001,7,0.763626754283905,0.7636,10,0.010130573064088821,0.0101,10,2.4517616111552343e-05,0.0000,7
SBM-0.2-0.04,line,sg,10,0.1,1.0,103,,69.07755279541016,1174.318359375,1243.3958740234375,236875824.0,13862400.0,0.7640542387962341,0.7641,10,0.01019254606217146,0.0102,10,0.0,0.0001,4,0.7609369158744812,0.7609,10,0.010113521479070187,0.0101,9,0.0,0.0000,7
SBM-0.2-0.04,line,sg_aug,10,0.1,0.1,93,,1277.934814453125,0.0,1277.934814453125,9405313.0,13728256.0,0.5001460313796997,0.5005,2,0.007091346196830273,0.0073,8,0.0,0.0002,4,0.5011456608772278,0.5011,10,0.007066131569445133,0.0071,3,4.9035232223104686e-05,0.0001,9
SBM-0.2-0.04,line,sg_aug,1000000000,0.1,0.1,92,,69.07755279541016,0.0,69.07755279541016,4849487872.0,13728256.0,0.6910071969032288,0.6910,10,0.008839230984449387,0.0088,10,0.0,0.0000,7,0.6904150247573853,0.6905,9,0.008714860305190086,0.0088,7,0.0,0.0000,9
SBM-0.2-0.06,line,sg,-1,0.1,1.0,154,,241.7714385986328,269.4024353027344,511.17388916015625,103628544.0,14132736.0,0.5111512541770935,0.5112,10,0.005898267030715942,0.0059,10,0.0,0.0000,1,0.5107496976852417,0.5107,10,0.005686137825250626,0.0058,1,3.3213211281690747e-05,0.0000,9
