Graph,Model,Loss Function,n_negative,Learning Rate,lambda,Duration,Steps,Loss/positive_loss,Loss/negative_loss,Loss/total_loss,Loss/dimension_regularization,GPU_usage/memory__bytes_,metrics/valid/AUC_ROC,metrics/valid/AUC_ROC epoch,metrics/valid/MRR,metrics/valid/MRR epoch,metrics/valid/Hits_50,metrics/valid/Hits_50 epoch,metrics/test/AUC_ROC,metrics/test/AUC_ROC epoch,metrics/test/MRR,metrics/test/MRR epoch,metrics/test/Hits_50,metrics/test/Hits_50 epoch
Cora,n2v,sg_aug,10,0.1,1.0,6,4,14334.7421875,0.0,14334.7421875,544039.5625,2084531712.0,0.7857,3,0.0886,2,0.0228,4,0.7817,2,0.0891,4,0.0161,3
Cora,n2v,sg_aug,100,0.1,0.01,6,4,40.794620513916016,0.0,40.794620513916016,176631520.0,2084531712.0,0.7970,1,0.1052,2,0.0076,1,0.7672,1,0.1006,4,0.0057,3
Cora,n2v,sg_aug,100,0.1,0.1,5,4,40.794620513916016,0.0,40.794620513916016,176631520.0,2084531712.0,0.7829,1,0.1052,2,0.0076,1,0.7685,1,0.1006,4,0.0057,3
Cora,n2v,sg_aug,100,0.1,1.0,5,4,40.794620513916016,0.0,40.794620513916016,176631520.0,2084531712.0,0.7846,1,0.1052,2,0.0076,1,0.7623,1,0.1006,4,0.0057,3
Cora,n2v,sg_aug,1000,0.1,0.01,6,4,40.794620513916016,0.0,40.794620513916016,176631520.0,2084531712.0,0.7963,1,0.1052,2,0.0076,1,0.7618,1,0.1006,4,0.0057,3
Cora,n2v,sg_aug,1000,0.1,0.1,5,4,40.794620513916016,0.0,40.794620513916016,176631520.0,2084531712.0,0.7868,1,0.1052,2,0.0076,1,0.7666,1,0.1006,4,0.0057,3
Cora,n2v,sg_aug,1000,0.1,1.0,6,4,40.794620513916016,0.0,40.794620513916016,176631520.0,2084531712.0,0.7875,1,0.1052,2,0.0076,1,0.7754,1,0.1006,4,0.0057,3
Cora,n2v,sg_aug,1000000000,0.1,0.01,6,4,40.794620513916016,0.0,40.794620513916016,176631520.0,2084531712.0,0.7852,1,0.1052,2,0.0076,1,0.7696,1,0.1006,4,0.0057,3
Cora,n2v,sg_aug,1000000000,0.1,0.1,6,4,40.794620513916016,0.0,40.794620513916016,176631520.0,2084531712.0,0.7972,1,0.1052,2,0.0076,1,0.7611,1,0.1006,4,0.0057,3
Cora,n2v,sg_aug,1000000000,0.1,1.0,6,4,40.794620513916016,0.0,40.794620513916016,176631520.0,2084531712.0,0.7901,1,0.1052,2,0.0076,1,0.7670,1,0.1006,4,0.0057,3
PubMed,line,sg,10,0.1,1.0,28,4,-0.0,69.0777816772461,69.0777816772461,28134406.0,59210240.0,0.5970,4,0.0345,3,0.0219,3,0.5902,3,0.0333,3,0.0221,4
PubMed,line,sg_aug,10,0.1,0.01,24,4,0.2353614717721939,0.0,0.2353614717721939,496064096.0,59174912.0,0.4853,2,0.0074,3,0.0007,3,0.5109,4,0.0079,4,0.0008,4
PubMed,line,sg_aug,10,0.1,0.1,24,4,20.036052703857422,0.0,20.036052703857422,215495744.0,59174912.0,0.4925,2,0.0072,3,0.0007,2,0.4990,3,0.0081,3,0.0009,3
PubMed,line,sg_aug,10,0.1,1.0,23,4,28.209823608398438,0.0,28.209823608398438,151556976.0,59174912.0,0.4948,2,0.0072,1,0.0009,3,0.4985,1,0.0079,3,0.0010,4
PubMed,line,sg_aug,100,0.1,0.01,24,4,2.1815470972796902e-05,0.0,2.1815470972796902e-05,11870321664.0,59174912.0,0.5846,2,0.0204,2,0.0104,2,0.5704,2,0.0200,2,0.0105,2
PubMed,line,sg_aug,100,0.1,0.1,23,4,1.0848078090930358e-05,0.0,1.0848078090930358e-05,11874818048.0,59174912.0,0.5346,2,0.0169,2,0.0104,2,0.5298,2,0.0160,2,0.0085,2
PubMed,line,sg_aug,100,0.1,1.0,24,4,1.072887062036898e-05,0.0,1.072887062036898e-05,11875372032.0,59174912.0,0.5337,2,0.0164,2,0.0102,4,0.5267,2,0.0156,2,0.0083,2
PubMed,line,sg_aug,1000,0.1,0.01,23,4,-0.0,0.0,0.0,163947708416.0,59174912.0,0.6775,4,0.0552,2,0.0377,2,0.6789,4,0.0496,2,0.0294,4
PubMed,line,sg_aug,1000,0.1,0.1,24,4,-0.0,0.0,0.0,172026757120.0,59174912.0,0.6359,4,0.0531,2,0.0377,2,0.6229,4,0.0472,2,0.0298,2
PubMed,line,sg_aug,1000,0.1,1.0,24,4,-0.0,0.0,0.0,172960104448.0,59174912.0,0.6241,4,0.0523,2,0.0359,2,0.6166,4,0.0467,2,0.0293,2
PubMed,line,sg_aug,1000000000,0.1,0.01,24,4,-0.0,0.0,0.0,474367904.0,59174912.0,0.6489,4,0.0674,4,0.0472,4,0.6514,4,0.0641,3,0.0424,4
PubMed,line,sg_aug,1000000000,0.1,0.1,24,4,-0.0,0.0,0.0,474367904.0,59174912.0,0.6518,4,0.0674,4,0.0472,4,0.6530,4,0.0641,3,0.0424,4
PubMed,line,sg_aug,1000000000,0.1,1.0,24,4,-0.0,0.0,0.0,474367904.0,59174912.0,0.6532,4,0.0674,4,0.0472,4,0.6477,4,0.0641,3,0.0424,4
PubMed,n2v,sg,10,0.1,1.0,40,4,3778.314453125,58693.84375,62472.15625,321831200.0,3156508160.0,0.7886,1,0.1676,1,0.0000,1,0.7873,1,0.1611,1,0.0002,2
PubMed,n2v,sg_aug,10,0.1,0.01,32,4,176.01564025878906,0.0,176.01564025878906,6393382.5,2119502336.0,0.6723,1,0.0761,1,0.0000,1,0.6748,1,0.0726,1,0.0001,1
PubMed,n2v,sg_aug,10,0.1,0.1,33,4,3226.11279296875,0.0,3226.11279296875,9836646.0,2119502336.0,0.7317,1,0.0693,1,0.0050,1,0.7320,1,0.0685,2,0.0028,1
PubMed,n2v,sg_aug,10,0.1,1.0,32,4,15748.568359375,0.0,15748.568359375,15970787.0,2119502336.0,0.7292,4,0.0485,4,0.0027,3,0.7294,4,0.0471,4,0.0020,4
PubMed,n2v,sg_aug,100,0.1,0.01,32,4,9.536747711536009e-07,0.0,9.536747711536009e-07,16739459072.0,2119502336.0,0.7287,4,0.0883,2,0.0494,2,0.7192,4,0.0849,2,0.0335,4
PubMed,n2v,sg_aug,100,0.1,0.1,32,4,0.0020084879361093044,0.0,0.0020084879361093044,15400953856.0,2119502336.0,0.7394,2,0.0892,4,0.0404,2,0.7365,2,0.0849,2,0.0306,4
PubMed,n2v,sg_aug,100,0.1,1.0,32,4,0.006453042849898338,0.0,0.006453042849898338,15132773376.0,2119502336.0,0.7364,4,0.0887,4,0.0395,4,0.7344,4,0.0855,4,0.0368,4
PubMed,n2v,sg_aug,1000,0.1,0.01,32,4,2.040346145629883,0.0,2.040346145629883,8672903168.0,2119502336.0,0.7393,1,0.0940,1,0.0454,1,0.7399,1,0.0931,1,0.0426,1
PubMed,n2v,sg_aug,1000,0.1,0.1,32,4,2.040346145629883,0.0,2.040346145629883,8672903168.0,2119502336.0,0.7407,1,0.0940,1,0.0454,1,0.7395,1,0.0931,1,0.0426,1
PubMed,n2v,sg_aug,1000,0.1,1.0,32,4,2.040346145629883,0.0,2.040346145629883,8672903168.0,2119502336.0,0.7385,1,0.0940,1,0.0454,1,0.7377,1,0.0931,1,0.0426,1
