Graph,Model,Loss Function,n_negative,Learning Rate,lambda,n2v_p,n2v_q,time,Duration,Steps,Loss/positive_loss,Loss/negative_loss,Loss/total_loss,Loss/dimension_regularization,classifier/metrics/valid/AUC_ROC,classifier/metrics/valid/MRR,classifier/metrics/valid/Hits_20,classifier/metrics/valid/Hits_50,classifier/metrics/valid/Hits_100,classifier/metrics/test/AUC_ROC,classifier/metrics/test/MRR,classifier/metrics/test/Hits_20,classifier/metrics/test/Hits_50,classifier/metrics/test/Hits_100,GPU_usage/memory__bytes_,metrics/valid/AUC_ROC,metrics/valid/MRR,metrics/valid/Hits_20,metrics/valid/Hits_50,metrics/valid/Hits_100,metrics/test/AUC_ROC,metrics/test/MRR,metrics/test/Hits_20,metrics/test/Hits_50,metrics/test/Hits_100,Loss/classifier_loss,classifier/metrics/valid/Hits_1,classifier/metrics/test/Hits_1,metrics/valid/Hits_1,metrics/test/Hits_1
CiteSeer,n2v,sg,10,0.1,1.0,4.0,0.25,01-28-00h05m,47.38862633705139,519,27248.091796875,752339.5625,779587.625,75.60546112060547,0.7129588723182678,0.13280390202999115,0.00659340713173151,0.018681319430470467,0.04285714402794838,0.693343460559845,0.1460779458284378,0.02747252956032753,0.041208792477846146,0.09395604580640793,3131992064.0,0.7150760889053345,0.12558597326278687,0.0,0.024175824597477913,0.048351649194955826,0.7059915661811829,0.13659177720546722,0.019780220463871956,0.041208792477846146,0.06098901480436325,0.15814676880836487,,,,
CiteSeer,n2v,sg,10,0.1,1.0,4.0,0.5,01-28-00h06m,49.00525999069214,519,27248.091796875,752339.5625,779587.625,75.60546112060547,0.7020124793052673,0.13280390202999115,0.00659340713173151,0.018681319430470467,0.04285714402794838,0.6905494332313538,0.1460779458284378,0.02747252956032753,0.041208792477846146,0.09395604580640793,3131992064.0,0.7057690024375916,0.12558597326278687,0.0,0.024175824597477913,0.048351649194955826,0.7089965343475342,0.13659177720546722,0.019780220463871956,0.041208792477846146,0.06098901480436325,0.15814676880836487,,,,
CiteSeer,n2v,sg,10,0.1,1.0,4.0,1.0,01-28-00h07m,49.04691505432129,519,27248.091796875,752339.5625,779587.625,75.60546112060547,0.6935393214225769,0.13280390202999115,0.00659340713173151,0.018681319430470467,0.04285714402794838,0.6950192451477051,0.1460779458284378,0.02747252956032753,0.041208792477846146,0.09395604580640793,3131992064.0,0.7081477642059326,0.12558597326278687,0.0,0.024175824597477913,0.048351649194955826,0.7091665267944336,0.13659177720546722,0.019780220463871956,0.041208792477846146,0.06098901480436325,0.15814676880836487,,,,
CiteSeer,n2v,sg,10,0.1,1.0,4.0,2.0,01-28-00h08m,48.47879195213318,519,27533.58984375,754605.125,782138.6875,84.09432983398438,0.6987936496734619,0.12872929871082306,0.005494505632668734,0.010989011265337467,0.05274725705385208,0.6733850836753845,0.1450120210647583,0.004395604599267244,0.028021980077028275,0.07032967358827591,3131992064.0,0.7147773504257202,0.12960705161094666,0.002197802299633622,0.01318681426346302,0.04285714402794838,0.6857536435127258,0.1366039514541626,0.007692308165132999,0.032967034727334976,0.05989011377096176,0.13674890995025635,,,,
CiteSeer,n2v,sg,10,0.1,1.0,4.0,4.0,01-28-00h09m,49.28282165527344,519,29039.58203125,750748.75,779788.3125,81.369140625,0.7017696499824524,0.13521386682987213,0.003296703565865755,0.023076923564076424,0.05824176222085953,0.6988369822502136,0.1397407501935959,0.018131868913769722,0.05989011377096176,0.09615384787321091,3131992064.0,0.7117494940757751,0.12214167416095734,0.002197802299633622,0.004395604599267244,0.016483517363667488,0.700287938117981,0.13019567728042603,0.0,0.007142857648432255,0.028021980077028275,0.09323073923587799,,,,
Cora,n2v,sg,10,0.01,0.0,0.25,0.25,02-05-10h48m,32.4769492149353,439,18672.998046875,123048.671875,141721.671875,0.0,0.828316867351532,0.12423387169837952,0.016129031777381897,0.03415559604763985,0.044592030346393585,0.8366736173629761,0.12863285839557648,0.024170616641640663,0.035545025020837784,0.049289099872112274,3121703424.0,0.8292235136032104,0.1156742125749588,0.01043643243610859,0.026565464213490486,0.05313092842698097,0.8341240286827087,0.12205882370471954,0.02132701314985752,0.0478672981262207,0.056872036308050156,0.3501933217048645,0.002846299670636654,0.0014218009309843183,0.0018975331913679838,0.0
Cora,n2v,sg,10,0.01,0.0,0.25,0.5,02-05-10h48m,32.90362191200256,439,15171.81640625,123747.6875,138919.5,0.0,0.8433962464332581,0.12593050301074982,0.009487666189670563,0.028462998569011688,0.04648956283926964,0.8308282494544983,0.125247985124588,0.020853079855442047,0.02985781989991665,0.04881516471505165,3121703424.0,0.8307125568389893,0.11808592826128006,0.009487666189670563,0.024667931720614433,0.044592030346393585,0.8303875923156738,0.11533133685588837,0.01895734667778015,0.04407582804560661,0.05592416971921921,0.34226641058921814,0.0009487665956839919,0.0018957345746457577,0.0009487665956839919,0.0
Cora,n2v,sg,10,0.01,0.0,0.25,1.0,02-05-10h49m,33.24750518798828,439,10703.591796875,125650.8984375,136354.484375,0.0,0.8273563981056213,0.11517482995986938,0.007590132765471935,0.0180265661329031,0.029411764815449715,0.8188214302062988,0.1156015545129776,0.012796208262443542,0.023222748190164566,0.03459715470671654,3121703424.0,0.8115003705024719,0.10799890756607056,0.0066413660533726215,0.017077798023819923,0.04648956283926964,0.8160282969474792,0.1068539172410965,0.015639809891581535,0.03744075819849968,0.0478672981262207,0.41219907999038696,0.0,0.0004739336436614394,0.0009487665956839919,0.0
Cora,n2v,sg,10,0.01,0.0,0.25,2.0,02-05-10h50m,33.22788047790527,439,8318.23828125,128735.265625,137053.5,0.0,0.8147954940795898,0.09847855567932129,0.008538899011909962,0.018975332379341125,0.027514230459928513,0.8182313442230225,0.1040252223610878,0.012322274968028069,0.027962084859609604,0.03744075819849968,3121703424.0,0.8043299913406372,0.09148138016462326,0.0066413660533726215,0.01043643243610859,0.028462998569011688,0.8111768364906311,0.09270135313272476,0.008530805818736553,0.020379146561026573,0.030331753194332123,0.49322694540023804,0.0009487665956839919,0.0,0.0,0.0
Cora,n2v,sg,10,0.01,0.0,0.25,4.0,02-05-10h51m,33.66587495803833,439,5643.61669921875,134274.359375,139917.96875,0.0,0.7722311019897461,0.08376727998256683,0.0066413660533726215,0.01043643243610859,0.018975332379341125,0.7821722626686096,0.08961722999811172,0.011374407447874546,0.019431279972195625,0.02748815156519413,3121703424.0,0.7533643245697021,0.07393290102481842,0.0037950663827359676,0.01043643243610859,0.017077798023819923,0.776980459690094,0.07188443839550018,0.0028436018619686365,0.018483411520719528,0.024644549936056137,0.5935415625572205,0.0,0.0004739336436614394,0.0,0.0
Cora,n2v,sg,10,0.01,0.0,0.5,0.25,02-05-10h51m,32.51580762863159,439,18672.998046875,123048.671875,141721.671875,0.0,0.8302536606788635,0.12423387169837952,0.016129031777381897,0.03415559604763985,0.044592030346393585,0.8488063216209412,0.12863285839557648,0.024170616641640663,0.035545025020837784,0.049289099872112274,3121703424.0,0.8230475783348083,0.1156742125749588,0.01043643243610859,0.026565464213490486,0.05313092842698097,0.8450363278388977,0.12205882370471954,0.02132701314985752,0.0478672981262207,0.056872036308050156,0.3501933217048645,0.002846299670636654,0.0014218009309843183,0.0018975331913679838,0.0
Cora,n2v,sg,10,0.01,0.0,0.5,0.5,02-05-10h52m,32.46235156059265,439,18672.998046875,123048.671875,141721.671875,0.0,0.8430470824241638,0.12423387169837952,0.016129031777381897,0.03415559604763985,0.044592030346393585,0.8389029502868652,0.12863285839557648,0.024170616641640663,0.035545025020837784,0.049289099872112274,3121703424.0,0.8347771167755127,0.1156742125749588,0.01043643243610859,0.026565464213490486,0.05313092842698097,0.8354998826980591,0.12205882370471954,0.02132701314985752,0.0478672981262207,0.056872036308050156,0.3501933217048645,0.002846299670636654,0.0014218009309843183,0.0018975331913679838,0.0
Cora,n2v,sg,10,0.01,0.0,0.5,1.0,02-05-10h53m,32.57696557044983,439,15171.81640625,123747.6875,138919.5,0.0,0.8439375758171082,0.12593050301074982,0.009487666189670563,0.028462998569011688,0.04648956283926964,0.828174352645874,0.125247985124588,0.020853079855442047,0.02985781989991665,0.04881516471505165,3121703424.0,0.8366159796714783,0.11808592826128006,0.009487666189670563,0.024667931720614433,0.044592030346393585,0.828909158706665,0.11533133685588837,0.01895734667778015,0.04407582804560661,0.05592416971921921,0.34226641058921814,0.0009487665956839919,0.0018957345746457577,0.0009487665956839919,0.0
Cora,n2v,sg,10,0.01,0.0,0.5,2.0,02-05-10h53m,32.94333815574646,439,10062.798828125,125291.75,135354.546875,0.0,0.8340088129043579,0.10942767560482025,0.005692599341273308,0.017077798023819923,0.027514230459928513,0.8301255702972412,0.11730806529521942,0.012322274968028069,0.021800948306918144,0.03744075819849968,3121703424.0,0.8244332671165466,0.1056772768497467,0.0066413660533726215,0.019924098625779152,0.03889942914247513,0.8270168304443359,0.10626593977212906,0.013270141556859016,0.03601895645260811,0.0497630313038826,0.4054736793041229,0.0,0.0,0.0009487665956839919,0.0
Cora,n2v,sg,10,0.01,0.0,0.5,4.0,02-05-10h54m,33.17989373207092,439,7949.359375,128471.328125,136420.6875,0.0,0.8225419521331787,0.10204249620437622,0.01043643243610859,0.018975332379341125,0.02561669796705246,0.8186308145523071,0.10406855493783951,0.012796208262443542,0.026540283113718033,0.03507108986377716,3121703424.0,0.8104425668716431,0.09407306462526321,0.0066413660533726215,0.019924098625779152,0.027514230459928513,0.8132425546646118,0.09366635978221893,0.010900474153459072,0.024644549936056137,0.03507108986377716,0.5416129231452942,0.0,0.0,0.0,0.0
Cora,n2v,sg,10,0.01,0.0,1.0,0.25,02-05-10h55m,32.87509083747864,439,18672.998046875,123048.671875,141721.671875,0.0,0.8553370833396912,0.12423387169837952,0.016129031777381897,0.03415559604763985,0.044592030346393585,0.8332093954086304,0.12863285839557648,0.024170616641640663,0.035545025020837784,0.049289099872112274,3121703424.0,0.8481993079185486,0.1156742125749588,0.01043643243610859,0.026565464213490486,0.05313092842698097,0.8295055627822876,0.12205882370471954,0.02132701314985752,0.0478672981262207,0.056872036308050156,0.3501933217048645,0.002846299670636654,0.0014218009309843183,0.0018975331913679838,0.0
Cora,n2v,sg,10,0.01,0.0,1.0,0.5,02-05-10h56m,32.44916081428528,439,18672.998046875,123048.671875,141721.671875,0.0,0.8191003203392029,0.12423387169837952,0.016129031777381897,0.03415559604763985,0.044592030346393585,0.8376057744026184,0.12863285839557648,0.024170616641640663,0.035545025020837784,0.049289099872112274,3121703424.0,0.825865626335144,0.1156742125749588,0.01043643243610859,0.026565464213490486,0.05313092842698097,0.8347954154014587,0.12205882370471954,0.02132701314985752,0.0478672981262207,0.056872036308050156,0.3501933217048645,0.002846299670636654,0.0014218009309843183,0.0018975331913679838,0.0
Cora,n2v,sg,10,0.01,0.0,1.0,1.0,02-05-10h56m,32.97774386405945,439,18813.431640625,123241.8046875,142055.234375,0.0,0.8479034900665283,0.12464151531457901,0.016129031777381897,0.029411764815449715,0.047438330948352814,0.8330657482147217,0.13271817564964294,0.023222748190164566,0.03364928811788559,0.043127961456775665,3121703424.0,0.8402397036552429,0.12047608941793442,0.007590132765471935,0.03036053106188774,0.05407969653606415,0.8353883028030396,0.12430097162723541,0.023222748190164566,0.04502369463443756,0.06018957123160362,0.41268113255500793,0.002846299670636654,0.0014218009309843183,0.0009487665956839919,0.0
Cora,n2v,sg,10,0.01,0.0,1.0,2.0,02-05-10h57m,32.46222496032715,439,14159.84765625,123108.9140625,137268.765625,0.0,0.849224865436554,0.12279894202947617,0.008538899011909962,0.024667931720614433,0.04079696536064148,0.8432309031486511,0.12306175380945206,0.012796208262443542,0.024644549936056137,0.04123222827911377,3121703424.0,0.8306418657302856,0.11636625230312347,0.012333965860307217,0.024667931720614433,0.04174572974443436,0.837300717830658,0.114900141954422,0.020853079855442047,0.03744075819849968,0.05402843654155731,0.3612293601036072,0.0009487665956839919,0.0009478672873228788,0.0009487665956839919,0.0
Cora,n2v,sg,10,0.01,0.0,1.0,4.0,02-05-10h58m,32.9042432308197,439,11376.6640625,124926.984375,136303.65625,0.0,0.825994074344635,0.11550454795360565,0.007590132765471935,0.026565464213490486,0.0360531322658062,0.8304548263549805,0.11551225930452347,0.016587678343057632,0.02511848323047161,0.036966823041439056,3121703424.0,0.8073095679283142,0.10994450002908707,0.004743833094835281,0.016129031777381897,0.032258063554763794,0.8200147151947021,0.11010117083787918,0.01611374318599701,0.033175356686115265,0.05355450138449669,0.38647541403770447,0.0,0.0004739336436614394,0.0009487665956839919,0.0
Cora,n2v,sg,10,0.01,0.0,2.0,0.25,02-05-10h59m,32.353381395339966,439,18672.998046875,123048.671875,141721.671875,0.0,0.8434988856315613,0.12423387169837952,0.016129031777381897,0.03415559604763985,0.044592030346393585,0.8377671241760254,0.12863285839557648,0.024170616641640663,0.035545025020837784,0.049289099872112274,3121703424.0,0.8323948383331299,0.1156742125749588,0.01043643243610859,0.026565464213490486,0.05313092842698097,0.8362038731575012,0.12205882370471954,0.02132701314985752,0.0478672981262207,0.056872036308050156,0.3501933217048645,0.002846299670636654,0.0014218009309843183,0.0018975331913679838,0.0
Cora,n2v,sg,10,0.01,0.0,2.0,0.5,02-05-10h59m,32.74132418632507,439,18672.998046875,123048.671875,141721.671875,0.0,0.8319323062896729,0.12423387169837952,0.016129031777381897,0.03415559604763985,0.044592030346393585,0.8444323539733887,0.12863285839557648,0.024170616641640663,0.035545025020837784,0.049289099872112274,3121703424.0,0.820675253868103,0.1156742125749588,0.01043643243610859,0.026565464213490486,0.05313092842698097,0.8402529954910278,0.12205882370471954,0.02132701314985752,0.0478672981262207,0.056872036308050156,0.3501933217048645,0.002846299670636654,0.0014218009309843183,0.0018975331913679838,0.0
Cora,n2v,sg,10,0.01,0.0,2.0,1.0,02-05-11h00m,32.50272464752197,439,18672.998046875,123048.671875,141721.671875,0.0,0.8372135162353516,0.12423387169837952,0.016129031777381897,0.03415559604763985,0.044592030346393585,0.8447554111480713,0.12863285839557648,0.024170616641640663,0.035545025020837784,0.049289099872112274,3121703424.0,0.8246914148330688,0.1156742125749588,0.01043643243610859,0.026565464213490486,0.05313092842698097,0.842434823513031,0.12205882370471954,0.02132701314985752,0.0478672981262207,0.056872036308050156,0.3501933217048645,0.002846299670636654,0.0014218009309843183,0.0018975331913679838,0.0
Cora,n2v,sg,10,0.01,0.0,2.0,2.0,02-05-11h01m,32.5020637512207,439,20964.41796875,123140.4921875,144104.90625,0.0,0.8336255550384521,0.12689350545406342,0.0180265661329031,0.032258063554763794,0.052182164043188095,0.8382697701454163,0.13062343001365662,0.025592416524887085,0.0398104265332222,0.053080566227436066,3121703424.0,0.8332381248474121,0.11754711717367172,0.019924098625779152,0.027514230459928513,0.04933586344122887,0.835417628288269,0.12451490014791489,0.018009478226304054,0.048341233283281326,0.05639810487627983,0.3619070053100586,0.002846299670636654,0.0014218009309843183,0.0009487665956839919,0.0
