Graph,Model,Loss Function,n_negative,Learning Rate,lambda,n2v_p,n2v_q,time,Duration,Steps,Loss/positive_loss,Loss/negative_loss,Loss/total_loss,Loss/dimension_regularization,classifier/metrics/valid/AUC_ROC,classifier/metrics/valid/MRR,classifier/metrics/valid/Hits_20,classifier/metrics/valid/Hits_50,classifier/metrics/valid/Hits_100,classifier/metrics/test/AUC_ROC,classifier/metrics/test/MRR,classifier/metrics/test/Hits_20,classifier/metrics/test/Hits_50,classifier/metrics/test/Hits_100,Loss/classifier_loss,GPU_usage/memory__bytes_,metrics/valid/AUC_ROC,metrics/valid/MRR,metrics/valid/Hits_20,metrics/valid/Hits_50,metrics/valid/Hits_100,metrics/test/AUC_ROC,metrics/test/MRR,metrics/test/Hits_20,metrics/test/Hits_50,metrics/test/Hits_100,classifier/metrics/valid/Hits_1,classifier/metrics/test/Hits_1,metrics/valid/Hits_1,metrics/test/Hits_1
PubMed,n2v,sg,10,0.01,1.0,1.0,1.0,01-27-17h43m,186.51085901260376,3099,6848.162109375,28540.72265625,35388.8828125,705.534423828125,0.9992156028747559,0.6883373856544495,0.24560017883777618,0.5720893740653992,0.7507897019386292,0.908678412437439,0.25056129693984985,0.05511055886745453,0.1427120864391327,0.2133912444114685,0.0040258439257740974,3157455360.0,0.9988346099853516,0.7003875374794006,0.27335289120674133,0.47709837555885315,0.6863718628883362,0.9098801612854004,0.2461947798728943,0.041403427720069885,0.07750451564788818,0.16064982116222382,,,,
PubMed,n2v,sg,10,0.1,1.0,1.0,1.0,01-27-17h46m,192.76832556724548,3099,7714.3017578125,29151.2265625,36865.52734375,109220.78125,0.9928320050239563,0.5328989624977112,0.04896209388971329,0.08314530551433563,0.11608754098415375,0.8430927991867065,0.1936803013086319,0.008066335693001747,0.017373645678162575,0.02053249068558216,0.20024658739566803,3157455360.0,0.9960418343544006,0.5309485793113708,0.10683663934469223,0.30674639344215393,0.4567915201187134,0.8403310775756836,0.18587419390678406,0.03491651639342308,0.07344313710927963,0.14513763785362244,,,,
PubMed,n2v,sg,10,1.0,1.0,1.0,1.0,01-27-17h50m,195.49917483329773,3099,92287.609375,595859.25,688146.875,11606964.0,0.5,0.0019960079807788134,0.0,0.0,0.0,0.5,0.0019960079807788134,0.0,0.0,0.0,34.53877639770508,3157455360.0,0.5,0.0019960079807788134,0.0,0.0,0.0,0.5,0.0019960079807788134,0.0,0.0,0.0,,,,
ogbl-citation2,line,sg,10,0.001,1.0,1.0,1.0,01-27-23h21m,1530.7122693061829,23645,4257.09765625,5412.7001953125,9669.7978515625,113.3255386352539,,,,,,,,,,,,,,,,,,,,,,,,,,
ogbl-citation2,line,sg,10,0.001,1.0,1.0,1.0,01-27-23h48m,2607.953575849533,29760,1382.9273681640625,1789.6337890625,3172.56103515625,113.620361328125,0.5983904004096985,0.04979924112558365,0.02030116878449917,0.029031364247202873,0.03368515893816948,0.5893172025680542,0.048744045197963715,0.01847660541534424,0.026456188410520554,0.03553282096982002,1.3406202793121338,8022478336.0,0.5995048880577087,0.050590936094522476,0.019920090213418007,0.026848815381526947,0.036133311688899994,0.5897583961486816,0.04942488297820091,0.016906093806028366,0.02590188942849636,0.035590559244155884,,,,
ogbl-citation2,line,sg,10,0.01,1.0,1.0,1.0,01-28-00h33m,2603.7076959609985,29760,1825.41552734375,2612.951171875,4438.36669921875,1353.1094970703125,0.8344437479972839,0.13352753221988678,0.03310776501893997,0.05216176435351372,0.07076539844274521,0.5846697092056274,0.03303436189889908,0.012217654846608639,0.017391104251146317,0.024643171578645706,1.4402048587799072,8022478336.0,0.8349061012268066,0.1342042088508606,0.03176821023225784,0.0555683895945549,0.06802854686975479,0.5865715146064758,0.03325945883989334,0.011386207304894924,0.01799159310758114,0.024308282881975174,,,,
ogbl-citation2,line,sg,10,0.1,1.0,1.0,1.0,01-28-01h16m,2608.3491463661194,29760,5397.2333984375,5194.51220703125,10591.74609375,11115.322265625,0.7436322569847107,0.0997566357254982,0.029620306566357613,0.04105270653963089,0.06098434329032898,0.7180156111717224,0.0807715654373169,0.0164326298981905,0.034470416605472565,0.050960786640644073,1.2038443088531494,8022478336.0,0.7436229586601257,0.09918154031038284,0.027841933071613312,0.03780775144696236,0.06412536650896072,0.718296468257904,0.08137340843677521,0.020024020224809647,0.0373920276761055,0.05258903652429581,,,,
ogbl-citation2,line,sg,10,1.0,1.0,1.0,1.0,01-28-02h00m,2614.775204181671,29760,5629.8203125,6562.3671875,12192.1875,374871.0625,0.5,0.001996008213609457,0.0,0.0,0.0,0.5,0.001996008213609457,0.0,0.0,0.0,34.53877639770508,8022478336.0,0.5,0.001996008213609457,0.0,0.0,0.0,0.5,0.001996008213609457,0.0,0.0,0.0,,,,
ogbl-citation2,n2v,sg,10,0.001,1.0,1.0,1.0,01-28-02h44m,1532.358464717865,2859,427919.6875,2870830.0,3298749.75,1433774.625,0.6178950071334839,0.029452193528413773,0.000635133299510926,0.0027599427849054337,0.006339785177260637,0.6152675151824951,0.029028015211224556,0.0003695320920087397,0.003187214257195592,0.005947157274931669,1.3284926414489746,19259922432.0,0.6197441220283508,0.030466515570878983,0.0013049101689830422,0.0033488846383988857,0.007355998270213604,0.6191372275352478,0.029767101630568504,0.0009238302009180188,0.003499007085338235,0.006755508482456207,,,,
ogbl-citation2,n2v,sg,10,0.01,1.0,1.0,1.0,01-28-03h11m,1543.3013665676117,2859,170004.125,786622.625,956626.75,3208474.25,0.8741129636764526,0.09979738295078278,0.012506351806223392,0.026144394651055336,0.04732320457696915,0.8637873530387878,0.09546481817960739,0.013095293194055557,0.027691811323165894,0.038662295788526535,0.9623285531997681,19259922432.0,0.8738003373146057,0.10048708319664001,0.011455494910478592,0.0331539586186409,0.041560813784599304,0.8635709285736084,0.09577055275440216,0.011744191870093346,0.016397986561059952,0.040660079568624496,,,,
ogbl-citation2,n2v,sg,10,0.1,1.0,1.0,1.0,01-28-03h37m,1515.4463324546814,2859,1339876.25,5903229.5,7243106.0,290715872.0,0.862705409526825,0.09082116931676865,0.0022056447342038155,0.007367546204477549,0.018187908455729485,0.8494203090667725,0.08522333949804306,0.0018592083360999823,0.010520116426050663,0.01703312061727047,1.0132362842559814,19259922432.0,0.8625400066375732,0.09195833653211594,0.002032426418736577,0.010069749318063259,0.017980046570301056,0.8513487577438354,0.08532559126615524,0.0020439743530005217,0.005750843323767185,0.018615178763866425,,,,
ogbl-citation2,n2v,sg,10,1.0,1.0,1.0,1.0,01-28-04h03m,1545.2607264518738,2859,4253748.0,13764222.0,18017970.0,11712349184.0,0.5,0.001996008213609457,0.0,0.0,0.0,0.5,0.001996008213609457,0.0,0.0,0.0,34.53877639770508,19259922432.0,0.5,0.001996008213609457,0.0,0.0,0.0,0.5,0.001996008213609457,0.0,0.0,0.0,,,,
ogbl-collab,line,sg,10,0.001,1.0,1.0,1.0,01-27-17h53m,73.25211238861084,2421,226.2943115234375,473.69049072265625,699.9848022460938,115.91077423095703,0.5631483793258667,0.0125116016715765,0.0006990213296376169,0.002280140994116664,0.0037614007014781237,0.5391302704811096,0.010910846292972565,0.0003669407742563635,0.0012087461072951555,0.0021584751084446907,1.384958028793335,1031576576.0,0.5709449648857117,0.014442388899624348,0.001231609028764069,0.0027295120526105165,0.004277344793081284,0.5445817708969116,0.011846266686916351,0.000518034037668258,0.0014245936181396246,0.00250383117236197,,,,
ogbl-collab,line,sg,10,0.01,1.0,1.0,1.0,01-27-17h55m,73.01901054382324,2421,2.9524173736572266,465.18011474609375,468.1325378417969,458.1109619140625,0.8045574426651001,0.09429699927568436,0.07805738598108292,0.0798049345612526,0.0839824229478836,0.6707443594932556,0.04007062315940857,0.022815082222223282,0.024174923077225685,0.026851432397961617,1.1035608053207397,1031576576.0,0.8081194162368774,0.0958637222647667,0.07754144072532654,0.08053724467754364,0.08418214321136475,0.6760384440422058,0.039971038699150085,0.02270715869963169,0.02460661716759205,0.027132034301757812,,,,
ogbl-collab,line,sg,10,0.1,1.0,1.0,1.0,01-27-17h56m,70.04998683929443,2421,351.52593994140625,1363.251953125,1714.77783203125,9384.826171875,0.8354595899581909,0.27440014481544495,0.16235603392124176,0.190916046500206,0.2107715755701065,0.7014365792274475,0.12494044750928879,0.06015670299530029,0.07440263777971268,0.08418053388595581,0.9772685766220093,1031576576.0,0.8345564007759094,0.2775842845439911,0.14839224517345428,0.18743757903575897,0.21378402411937714,0.7009872198104858,0.12713183462619781,0.05512745678424835,0.07291329652070999,0.08607999235391617,,,,
ogbl-collab,line,sg,10,1.0,1.0,1.0,1.0,01-27-17h57m,69.56102991104126,2421,1338.8720703125,1588.78369140625,2927.65576171875,51573.66796875,0.5,0.001996007515117526,0.0,0.0,0.0,0.5,0.0019960079807788134,0.0,0.0,0.0,34.538780212402344,1031576576.0,0.5,0.001996007515117526,0.0,0.0,0.0,0.5,0.0019960079807788134,0.0,0.0,0.0,,,,
